estimate_id,cancer_code,regimen,role,drug,trial_name,trial_alias,trial_nct,ref,source_locator,source_locator_status,source_endpoint_label,source_population_label,setting,source_n,metric,value,value_status,unit,ci_low,ci_low_status,ci_high,ci_high_status,ci_basis,timepoint,metric_n,responders,note,source_verified,value_basis
ICI-79f3d709fb-01,LUSC,PD-1,primary,nivolumab,CheckMate 017,CA209-017,NCT01642004,PMID:26028407,,not_extracted,,,"pretreated squamous NSCLC, PD-L1 unselected (all-comer), 2nd line vs docetaxel",135,PFS,3.5,numeric,months,,not_extracted,,not_extracted,not_extracted,median,135,,"vs 2.8 mo docetaxel; HR 0.62 (95% CI 0.47-0.81), P<0.001 — confirmed",True,reported
ICI-20c769fcb5-01,LUSC,PD-1,primary,nivolumab,CheckMate 017,CA209-017,NCT01642004,PMID:26028407,,not_extracted,,,"pretreated squamous NSCLC, PD-L1 unselected (all-comer), 2nd line vs docetaxel",135,OS,9.2,numeric,months,7.3,numeric,13.3,numeric,reported,median,135,,"vs 6.0 mo docetaxel (95% CI 5.1-7.3); HR death 0.59 (0.44-0.79), P<0.001 — confirmed",True,reported
ICI-20ef0a8cde-01,LUSC,PD-1,primary,nivolumab,CheckMate 017,CA209-017,NCT01642004,PMID:26028407,,not_extracted,,,"pretreated squamous NSCLC, PD-L1 unselected (all-comer), 2nd line vs docetaxel",135,OS_RATE,42,numeric,rate_percent,34,numeric,50,numeric,reported,12-month,135,,vs 24% docetaxel (95% CI 17-31) — confirmed,True,reported
ICI-c6a98e5172-01,LUSC,PD-1,primary,nivolumab,CheckMate 017,CA209-017,NCT01642004,PMID:26028407,,not_extracted,,,"pretreated squamous NSCLC, PD-L1 unselected (all-comer), 2nd line vs docetaxel",135,DOR,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,27,,median DOR not reached at primary analysis; 5-yr pooled update reports median 19.9 mo (see alternate),True,reported
ICI-a55f83933e-01,LUSC,PD-1,alternate,nivolumab,CheckMate-017/057 5-year pooled,,,DOI:10.1200/JCO.20.01605,,not_extracted,,,"5-year update, pretreated NSCLC (squamous CM017 + non-squamous CM057), POOLED not squamous-only",135,DOR,19.9,numeric,months,11.4,numeric,30.8,numeric,reported,median,27,,pooled CM017+057 nivolumab 19.9 mo (95% CI 11.4-30.8) vs docetaxel 5.6 mo (95% CI 4.4-7.0); 32.2% pooled 5-yr DOR rate — confirmed; not squamous-specific,True,reported
ICI-fef3211a5c-01,LUSC,PD-1,alternate,pembrolizumab,KEYNOTE-024,,,PMID:27718847,,not_extracted,,,"1L NSCLC, PD-L1 TPS >=50% (cross-reference; mixed histology, not squamous-only)",154,ORR,44.8,numeric,percent,,not_extracted,,not_extracted,not_extracted,,154,,"pembro 44.8% vs 27.8% chemo — confirmed; mixed histology, not squamous-specific",True,reported
ICI-bc41e5a2f8-01,LUSC,PD-1,alternate,pembrolizumab,KEYNOTE-024,,,PMID:27718847,,not_extracted,,,"1L NSCLC, PD-L1 TPS >=50% (cross-reference; mixed histology, not squamous-only)",154,PFS,10.3,numeric,months,,not_extracted,,NR,reported,median,154,,"95% CI 6.7-NR; vs 6.0 mo chemo (95% CI 4.2-6.2); HR 0.50 (0.37-0.68), P<0.001 — confirmed",True,reported
ICI-387932c49f-01,LUSC,PD-1,alternate,pembrolizumab,KEYNOTE-024,,,PMID:27718847,,not_extracted,,,"1L NSCLC, PD-L1 TPS >=50% (cross-reference; mixed histology, not squamous-only)",154,OS,,not_reached,months,,not_extracted,,not_extracted,not_extracted,median,154,,"not reached at primary analysis; 6-mo OS 80.2% vs 72.4%; HR death 0.60 (0.41-0.89), P=0.005 — confirmed",True,reported
ICI-d9f97a062f-01,MBL,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab monotherapy 3 mg/kg q2w",15,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,15,0,"ORR not a formal endpoint; only objective response in entire trial was 1 PR in ependymoma cohort, so 0 responses in medulloblastoma confirmed",True,reported
ICI-fd1d20b4a9-01,MBL,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab monotherapy 3 mg/kg q2w",15,PFS,1.4,numeric,months,1.2,numeric,1.4,numeric,reported,median,15,,80% CI shown; 6-month PFS rate 0%,True,reported
ICI-c9425f6f6e-01,MBL,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab monotherapy 3 mg/kg q2w",15,OS,7.4,numeric,months,2.5,numeric,30.2,numeric,reported,median,15,,95% CI; 12-month OS rate 38.9% (95% CI 14.3-63.2),True,reported
ICI-df9bc910a7-01,MBL,PD-1,primary,nivolumab,CheckMate 908,CA209-908,NCT03130959,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab monotherapy 3 mg/kg q2w",15,PFS_RATE,0,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,15,,nivolumab monotherapy,True,reported
ICI-9374924e16-01,MBL,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab 3 mg/kg + ipilimumab 1 mg/kg",15,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,15,0,ORR not a formal endpoint; no objective responses in medulloblastoma cohort confirmed (only trial PR was in ependymoma),True,reported
ICI-22ba3b1e19-01,MBL,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab 3 mg/kg + ipilimumab 1 mg/kg",15,PFS,2.8,numeric,months,1.5,numeric,4.5,numeric,reported,median,15,,80% CI shown; 6-month PFS rate 20.0% (95% CI 4.9-42.4),True,reported
ICI-a36540dcf8-01,MBL,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab 3 mg/kg + ipilimumab 1 mg/kg",15,OS,22.2,numeric,months,13.8,numeric,,not_extracted,reported,median,15,,95% CI 13.8-NA; 12-month OS rate 86.7% (95% CI 56.4-96.5); longer OS not attributable to response,True,reported
ICI-ae96c8bb72-01,MBL,PD-1,alternate,nivolumab + ipilimumab,CheckMate-908,,,PMID:36808285,,not_extracted,,,"relapsed/resistant medulloblastoma, nivolumab 3 mg/kg + ipilimumab 1 mg/kg",15,PFS_RATE,20,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,15,,nivo+ipi,True,reported
ICI-a5110c10af-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,0,No patient achieved CR or PR by IWG criteria; original table claim of 1/28 PR (3.6%) not supported by paper,True,reported
ICI-00c2bac28b-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,0,no complete remission,True,reported
ICI-5a37718a4b-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,MARROW_CR,19,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,5,5/28 bone-marrow CR; original table cited 11% (incorrect),True,reported
ICI-74fb282c7c-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,HEMATOLOGIC_IMPROVEMENT,19,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,5,5/28,True,reported
ICI-8822167caa-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,CYTOGENETIC_RESPONSE,22,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,6,6/28,True,reported
ICI-9aec2e4744-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,STABLE_DISEASE,44,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,12,12/28 SD,True,reported
ICI-b7d9a56e32-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,PROGRESSIVE_DISEASE,37,numeric,percent,,not_extracted,,not_extracted,not_extracted,,28,10,10/28 PD,True,reported
ICI-13b1a410d0-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,OS,6,numeric,months,4,numeric,12,numeric,reported,median,28,,"median OS 6.0 mo, 95% CI 4-12 mo",True,reported
ICI-ba05b51ac5-01,MDS,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,DOI:10.1080/10428194.2022.2034155,,not_extracted,,,MDS refractory to/after failure of hypomethylating agent (post-HMA); pembrolizumab 10 mg/kg q2w,28,OS_RATE,17,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,2-year,28,,2-yr OS 17%; median follow-up 5.6 mo,True,reported
ICI-7502d759c8-01,MENINGIOMA,PD-1,primary,pembrolizumab,pembrolizumab recurrent high-grade meningioma phase 2,,NCT03279692,PMID:35289329,,not_extracted,,,Recurrent/progressive grade 2-3 (high-grade) meningioma,25,ORR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,25,0,No CR/PR; 2 patients had minor size decrease not meeting PR criteria; matches table 0/25,True,reported
ICI-52e16b7ccb-01,MENINGIOMA,PD-1,primary,pembrolizumab,pembrolizumab recurrent high-grade meningioma phase 2,,NCT03279692,PMID:35289329,,not_extracted,,,Recurrent/progressive grade 2-3 (high-grade) meningioma,25,PFS_RATE,48,numeric,rate_percent,31,numeric,66,numeric,reported,6-month,25,,"PFS-6 0.48, 90% exact CI 0.31-0.66; primary endpoint met",True,reported
ICI-2843a019c0-01,MENINGIOMA,PD-1,primary,pembrolizumab,pembrolizumab recurrent high-grade meningioma phase 2,,NCT03279692,PMID:35289329,,not_extracted,,,Recurrent/progressive grade 2-3 (high-grade) meningioma,25,PFS,7.6,numeric,months,3.4,numeric,12.9,numeric,reported,median,25,,90% CI 3.4-12.9 mo,True,reported
ICI-784f9b8f57-01,MENINGIOMA,PD-1,primary,pembrolizumab,pembrolizumab recurrent high-grade meningioma phase 2,,NCT03279692,PMID:35289329,,not_extracted,,,Recurrent/progressive grade 2-3 (high-grade) meningioma,25,OS,,not_extracted,months,,not_extracted,,not_extracted,not_extracted,median,25,,~half of patients alive at 20 months; exact median OS not extracted,True,reported
ICI-6391ac3bad-01,MENINGIOMA,PD-1,alternate,pembrolizumab,NCT03279692,,NCT03279692,PMID:35289329,,not_extracted,,,"Earlier conference readout (SNO 2021, Neuro-Oncology suppl) of same trial, 24 pts",24,PFS_RATE,50,numeric,rate_percent,32,numeric,68,numeric,reported,6-month,24,,"PFS-6 0.50, 90% CI 0.32-0.68 (abstract)",True,reported
ICI-2ddb5630e5-01,MENINGIOMA,PD-1,alternate,pembrolizumab,NCT03279692,,NCT03279692,PMID:35289329,,not_extracted,,,"Earlier conference readout (SNO 2021, Neuro-Oncology suppl) of same trial, 24 pts",24,PFS,8.3,numeric,months,4.1,numeric,12.9,numeric,reported,median,24,,90% CI 4.1-12.9 mo (CTIM-30 abstract),True,reported
ICI-96dcba4ace-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,ORR,8.5,numeric,percent,,not_extracted,,not_extracted,not_extracted,,118,10,"10/118 PR; reported as 8% (8.5%); no significant difference by PD-L1 status (PD-L1+ 8% [6/77], PD-L1- 13% [4/31])",True,reported
ICI-789050bded-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,118,0,no complete responses,True,reported
ICI-94c74816c2-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,DOR,14.3,numeric,months,,not_extracted,,not_extracted,not_extracted,median,10,,median DOR in 10 responders; 60% maintained at 12 mo,True,reported
ICI-af48088927-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,OS,10,numeric,months,7.6,numeric,13.4,numeric,reported,median,118,,"median OS 10.0 mo, 95% CI 7.6-13.4 mo (verified in primary)",True,reported
ICI-d5599a7308-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,PFS,2.1,numeric,months,2.1,numeric,3.9,numeric,reported,median,118,,"median PFS 2.1 mo, 95% CI 2.1-3.9 mo (verified in primary; not in original extraction)",True,reported
ICI-17009f0210-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,PFS_RATE,27,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,6-month,118,,6-mo PFS rate,True,reported
ICI-2ba924d213-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,PFS_RATE,11,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,118,,12-mo PFS rate,True,reported
ICI-b69c9f3b38-01,MESO,PD-1,primary,pembrolizumab,KEYNOTE-158,MK-3475-158,NCT02628067,PMID:33836153,,not_extracted,,,"Pretreated advanced (pleural) mesothelioma, all-comers; pembrolizumab 200 mg q3w",118,OS_RATE,45,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,12-month,118,,approx 45% alive at 12 mo (confirmed in primary: 'approximately 45% of the patients were alive'),True,reported
ICI-436bf42bcc-01,MESO,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 743,CA209-743,NCT02899299,PMID:33485464,,not_extracted,,,1L unresectable malignant pleural mesothelioma; all-comers,303,ORR,40,numeric,percent,,not_extracted,,not_extracted,not_extracted,,303,,BICR; comparable to chemo (43%); benefit is OS not ORR,True,reported
ICI-77a7f6d5bb-01,MESO,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 743,CA209-743,NCT02899299,PMID:33485464,,not_extracted,,,1L unresectable malignant pleural mesothelioma; all-comers,303,OS,18.1,numeric,months,16.8,numeric,21.4,numeric,reported,median,303,,"primary endpoint; HR 0.74 (96.6% CI 0.60-0.91), p=0.0020 vs chemo",True,reported
ICI-b076397f08-01,MESO,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 743,CA209-743,NCT02899299,PMID:33485464,,not_extracted,,,1L unresectable malignant pleural mesothelioma; all-comers,303,PFS,6.8,numeric,months,5.6,numeric,7.4,numeric,reported,median,303,,BICR; HR 1.00 (95% CI 0.82-1.21); no PFS benefit vs chemo,True,reported
ICI-3eedef77bf-01,MESO,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 743,CA209-743,NCT02899299,PMID:33485464,,not_extracted,,,1L unresectable malignant pleural mesothelioma; all-comers,303,DOR,11,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,vs 6.7 mo with chemo (primary analysis),True,reported
ICI-e83f5e10aa-01,MESO,PD-1+CTLA-4,primary,nivolumab+ipilimumab,CheckMate 743,CA209-743,NCT02899299,PMID:33485464,,not_extracted,,,1L unresectable malignant pleural mesothelioma; all-comers,303,OS_RATE,41,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,24-month,303,,2-yr OS vs 27% chemo,True,reported
ICI-fc34e216db-01,MESO,PD-1+CTLA-4,alternate,cisplatin/carboplatin+pemetrexed,CheckMate-743 (chemo comparator arm),,,PMID:33485464,,not_extracted,,,1L unresectable MPM; platinum-pemetrexed chemotherapy arm,302,ORR,43,numeric,percent,,not_extracted,,not_extracted,not_extracted,,302,,BICR; ORR numerically higher than immunotherapy,True,reported
ICI-5ee55a04ad-01,MESO,PD-1+CTLA-4,alternate,cisplatin/carboplatin+pemetrexed,CheckMate-743 (chemo comparator arm),,,PMID:33485464,,not_extracted,,,1L unresectable MPM; platinum-pemetrexed chemotherapy arm,302,OS,14.1,numeric,months,12.4,numeric,16.2,numeric,reported,median,302,,comparator arm,True,reported
ICI-ec1c116e7f-01,MESO,PD-1+CTLA-4,alternate,cisplatin/carboplatin+pemetrexed,CheckMate-743 (chemo comparator arm),,,PMID:33485464,,not_extracted,,,1L unresectable MPM; platinum-pemetrexed chemotherapy arm,302,PFS,7.2,numeric,months,6.9,numeric,8,numeric,reported,median,302,,,True,reported
ICI-d8b4271412-01,MESO,PD-1+CTLA-4,alternate,cisplatin/carboplatin+pemetrexed,CheckMate-743 (chemo comparator arm),,,PMID:33485464,,not_extracted,,,1L unresectable MPM; platinum-pemetrexed chemotherapy arm,302,DOR,6.7,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,,True,reported
ICI-d60e8738c3-01,MESO,PD-1+CTLA-4,alternate,cisplatin/carboplatin+pemetrexed,CheckMate-743 (chemo comparator arm),,,PMID:33485464,,not_extracted,,,1L unresectable MPM; platinum-pemetrexed chemotherapy arm,302,OS_RATE,27,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,24-month,302,,2-yr OS,True,reported
ICI-a2b8ab3474-01,MESO,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-743 (3-year update),,,PMID:33485464,,not_extracted,,,"1L unresectable MPM; extended follow-up (later analysis, not in primary paper)",303,OS_RATE,23,numeric,rate_percent,,not_extracted,,not_extracted,not_extracted,36-month,303,,"3-yr OS vs 15% chemo; from later follow-up reports, not primary Baas 2021",True,reported
ICI-334657565c-01,MESO,PD-1+CTLA-4,alternate,nivolumab+ipilimumab,CheckMate-743 (3-year update),,,PMID:33485464,,not_extracted,,,"1L unresectable MPM; extended follow-up (later analysis, not in primary paper)",303,DOR,11.6,numeric,months,,not_extracted,,not_extracted,not_extracted,median,,,3-yr update value (slightly differs from 11.0 in primary),True,reported
ICI-fcb6ecd25e-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,ORR,9,numeric,percent,3.1,numeric,20.7,numeric,reported,,53,5,confirmed ORR 9% (5/53); 95% CI 3.1-20.7; 1 CR + 4 PR; low but durable,True,reported
ICI-acf81d8aa7-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,DCR,58,numeric,percent,,not_extracted,,not_extracted,not_extracted,,53,31,disease control in 31 patients,True,reported
ICI-bc313ba925-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,DOR,15.2,numeric,months,11.1,numeric,,not_extracted,reported,median,,,95% CI 11.1 to not estimable; matches row note on durability,True,reported
ICI-a3fbd53406-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,PFS,4.1,numeric,months,1.4,numeric,6.2,numeric,reported,median,53,,,True,reported
ICI-5e9ecac834-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,OS,10.7,numeric,months,6.4,numeric,20.2,numeric,reported,median,53,,,True,reported
ICI-ded3f3a8bb-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,PFS_RATE,17.4,numeric,rate_percent,7.7,numeric,30.4,numeric,reported,12-month,53,,,True,reported
ICI-d6ede0840b-01,MESO,PD-L1,primary,avelumab,JAVELIN Solid Tumor,,NCT01772004,PMID:30605211,,not_extracted,,,"2L+ unresectable mesothelioma, progressed after platinum+pemetrexed",53,OS_RATE,43.8,numeric,rate_percent,29.8,numeric,57,numeric,reported,12-month,53,,,True,reported
ICI-7599e31ef1-01,MESO,PD-L1,alternate,avelumab,"JAVELIN Solid Tumor (PD-L1+ subgroup, >=5% cutoff)",,,PMID:30605211,,not_extracted,,,2L+ mesothelioma; PD-L1-positive tumors,16,ORR,19,numeric,percent,4,numeric,45.6,numeric,reported,,16,3,"PD-L1+ subgroup, 3/16; tiny n",True,reported
ICI-6046d61b34-01,MESO,PD-L1,alternate,avelumab,"JAVELIN Solid Tumor (PD-L1- subgroup, <5% cutoff)",,,PMID:30605211,,not_extracted,,,2L+ mesothelioma; PD-L1-negative tumors,27,ORR,7,numeric,percent,0.9,numeric,24.3,numeric,reported,,27,2,"PD-L1- subgroup, 2/27",True,reported
ICI-94980ac18f-01,MM,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,PMID:30937889,,not_extracted,,,relapsed/refractory multiple myeloma; >=2 prior lines incl. PI and IMiD; monotherapy,30,ORR,0,numeric,percent,0,numeric,9.5,numeric,reported,,30,0,no objective responses (0/30 enrolled and analyzed; row cites 0/27 which is incorrect). 95% CI 0.0-9.5 per ClinicalTrials.gov NCT01953692 results record. Monotherapy inactive; safe but ineffective,True,reported
ICI-a45ca3ed48-01,MM,PD-1,primary,pembrolizumab,KEYNOTE-013,MK-3475-013,NCT01953692,PMID:30937889,,not_extracted,,,relapsed/refractory multiple myeloma; >=2 prior lines incl. PI and IMiD; monotherapy,30,DCR,56.7,numeric,percent,,not_extracted,,not_extracted,not_extracted,,30,17,best response = stable disease in 56.7% (17/30); no CR/PR,True,reported
ICI-0415d548a7-01,NEC_LUNG_LARGECELL,PD-1,primary,nivolumab,nivolumab pulmonary LCNEC series,,,PMID:34590004,,not_extracted,,,previously treated advanced pulmonary LCNEC; nivolumab monotherapy 2L+,29,ORR,29.4,numeric,percent,10.3,numeric,56.0,numeric,reported,,17,5,"lung LCNEC nivolumab mono ORR 29.4% (5/17; 95% CI 10.3-56.0), Agar JTO CRR 2021; replaces prior extrapulmonary high-grade NEN value that EXCLUDED lung LCNEC",False,reported
ICI-ccaabf1e7d-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,ORR,3.4,numeric,percent,0.1,numeric,17.8,numeric,reported,,29,1,1 partial response among 29 patients; verified against PMC7188798,True,reported
ICI-460c94526d-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,CRR,0,numeric,percent,,not_extracted,,not_extracted,not_extracted,,29,0,No complete responses (verified),True,reported
ICI-dfafa7f774-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,DCR,24.1,numeric,percent,7.9,numeric,39.7,numeric,reported,,29,7,1 PR + 6 SD; disease control 24.1% (95% CI 7.9-39.7). Verified.,True,reported
ICI-c01eb65fd7-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,DOR,13,numeric,months,,not_extracted,,not_extracted,not_extracted,median,1,,Ongoing response at 13 months for the single responder; n=1. Verified.,True,reported
ICI-563a6f8b09-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,PFS,2.1,numeric,months,1.4,numeric,2.2,numeric,reported,median,29,,Reported as 8.9 weeks (95% CI 6.00-9.43 wk); converted to months. Verified vs PMC7188798.,True,reported
ICI-bb868e2991-01,NEN_EXTRAPULMONARY_HG,PD-1,primary,pembrolizumab,pooled high-grade NEN analysis,,,DOI:10.1038/s41416-020-0775-0,,not_extracted,,,previously treated metastatic high-grade NEN (extrapulmonary; lung G3 large/small cell & Merkel cell explicitly excluded),29,OS,4.7,numeric,months,3,numeric,,NE,reported,median,29,,Reported as 20.4 weeks (95% CI 12.86 wk-NE); converted to months; CI_high not estimable. Verified.,True,reported
ICI-88d294e374-01,NEC_LUNG_LARGECELL,PD-1,alternate,nivolumab + ipilimumab,DART SWOG S1609 (nonpancreatic NEN cohort),,,DOI:10.1158/1078-0432.CCR-19-3356,,not_extracted,,,advanced nonpancreatic neuroendocrine tumors (all grades; 56% high-grade),32,ORR,25,numeric,percent,13,numeric,42,numeric,reported,,32,8,"Whole nonpancreatic cohort (Patel SP et al, Clin Cancer Res 2020;26(10):2290, PMID 32034073). Confirmed.",True,reported
ICI-60d4f8bbbc-01,NEC_LUNG_LARGECELL,PD-1,alternate,nivolumab + ipilimumab,DART SWOG S1609 (nonpancreatic NEN cohort),,,DOI:10.1158/1078-0432.CCR-19-3356,,not_extracted,,,advanced nonpancreatic neuroendocrine tumors (all grades; 56% high-grade),32,CRR,3,numeric,percent,,not_extracted,,not_extracted,not_extracted,,32,1,1 CR,False,reported
