cancer_code,subtype,symbol,role,agent,agent_class,phase,treatment_path_tier,line_of_therapy,eligibility_note,indication,rationale,source
THCA,,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — thyroid is a recurrent NTRK-fusion site,PMID:29466156
LGG,,IDH1,biomarker,,,,,,,,R132H mutation — majority of adult LGG; defines IDH-mutant class; gates vorasidenib eligibility,PMID:37272516
LGG,,IDH2,biomarker,,,,,,,,R172 mutation — less common than IDH1; also targeted by vorasidenib,PMID:37272516
LGG,,ATRX,biomarker,,,,,,,,Loss — astrocytoma lineage marker (combined with IDH-mutant and 1p/19q retained),PMID:25664944
LGG,,CDKN2A,biomarker,,,,,,,,Homozygous deletion — adverse prognosis in IDH-mutant astrocytoma; grade 4 criterion,PMID:33492489
LGG,,TERT,biomarker,,,,,,,,Promoter mutation — common in oligodendroglioma and GBM; diagnostic,PMID:26948366
LGG,,MGMT,biomarker,,,,,,,,Promoter methylation — temozolomide response predictor,PMID:32706640
LGG,,TP53,biomarker,,,,,,,,Mutation — astrocytoma lineage (excluded in oligodendroglioma),PMID:34771529
LGG,,BRAF,biomarker,,,,,,,,V600E — pediatric LGG / pilocytic astrocytoma; dabrafenib+trametinib eligibility,PMID:36375115
LGG,,IDH1,target,vorasidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH-mutant residual/recurrent grade 2 LGG,Dual IDH1/2 inhibitor — INDIGO trial (2024 approval),PMID:37272516
LGG,,IDH2,target,vorasidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH-mutant residual/recurrent grade 2 LGG,Dual IDH1/2 inhibitor — same drug covers both,PMID:37272516
LGG,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E pediatric glioma,Tumor-agnostic plus pediatric LGG-specific approval,PMID:36375115
GBM,,IDH1,biomarker,,,,,,,,Wild-type defines GBM per 2021 WHO; IDH-mutant is now classified as astrocytoma,PMID:20129251
GBM,,MGMT,biomarker,,,,,,,,Promoter methylation — temozolomide response predictor; ~40% of GBM,PMID:15758010
GBM,,EGFR,biomarker,,,,,,,,Amplification in ~40% of GBM; EGFRvIII variant in ~30% of amplified cases,PMID:29321659
GBM,,PTEN,biomarker,,,,,,,,Loss — common; adverse prognosis; PI3K-pathway activation,PMID:30738865
GBM,,CDKN2A,biomarker,,,,,,,,Deletion — very common; grade 4 criterion in IDH-mutant astrocytoma,PMID:37236196
GBM,,TP53,biomarker,,,,,,,,Mutation — more common in secondary GBM from astrocytoma,PMID:33577785
GBM,,TERT,biomarker,,,,,,,,Promoter mutation — near-universal in IDH-wildtype GBM,PMID:30187121
GBM,,NF1,biomarker,,,,,,,,Loss — mesenchymal subtype association,PMID:20129251
GBM,,H3F3A,biomarker,,,,,,,,K27M or G34R/V mutation — paediatric / diffuse midline glioma; grade-defining,PMID:22286061
GBM,,MGMT,target,temozolomide,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,MGMT-methylated GBM,Alkylating chemo — standard of care with radiation (Stupp protocol),PMID:15758009
GBM,,VEGFA,target,bevacizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,recurrent GBM,Anti-VEGF — approved for recurrent disease,PMID:19114704
CHOL,,FGFR2,biomarker,,,,,,,,Fusions and rearrangements in ~15% of intrahepatic cholangiocarcinoma; gate FGFR-inhibitor eligibility,PMID:36652354
CHOL,,IDH1,biomarker,,,,,,,,Mutation in ~20% of intrahepatic cholangiocarcinoma; ivosidenib eligibility,PMID:32416072
CHOL,,BRCA1,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor basket eligibility,PMID:38903278
CHOL,,BRCA2,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor basket eligibility,PMID:38903278
CHOL,,BAP1,biomarker,,,,,,,,Loss — cholangiocarcinoma subtype with distinct biology; mesothelioma overlap,PMID:28667006
CHOL,,ARID1A,biomarker,,,,,,,,Loss — chromatin-remodeling alteration common in cholangiocarcinoma,PMID:40489743
CHOL,,TP53,biomarker,,,,,,,,Mutation — adverse prognosis,PMID:28667006
CHOL,,KRAS,biomarker,,,,,,,,Mutation — extrahepatic cholangiocarcinoma; chemoresistance marker,PMID:39854318
CHOL,,ERBB2,biomarker,,,,,,,,Amplification — HER2-targeted therapy basket eligibility,PMID:28667006
CHOL,,MLH1,biomarker,,,,,,,,MMR — MSI-H cholangiocarcinoma for pembrolizumab,PMID:28545228
CHOL,,NTRK1,biomarker,,,,,,,,Rare NTRK fusion — larotrectinib eligibility (tumor-agnostic),PMID:29466156
CHOL,,FGFR2,target,pemigatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FGFR2-fusion cholangiocarcinoma,Selective FGFR1-3 inhibitor — FIGHT-202 trial,PMID:32203698
CHOL,,FGFR2,target,futibatinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FGFR2-fusion cholangiocarcinoma,Irreversible FGFR inhibitor — FOENIX-CCA2 trial,PMID:36652354
CHOL,,IDH1,target,ivosidenib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,IDH1-mutant cholangiocarcinoma,IDH1 inhibitor — ClarIDHy trial,PMID:32416072
CHOL,,BRAF,target,dabrafenib + trametinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRAF V600E cholangiocarcinoma,Tumor-agnostic BRAF/MEK,PMID:32818466
CHOL,,ERBB2,target,trastuzumab + pertuzumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,HER2-amplified cholangiocarcinoma,HER2-targeted antibody combo — MyPathway basket,PMID:34339623
CHOL,,NTRK1,target,larotrectinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,NTRK gene-fusion-positive solid tumors (tumor-agnostic),Tumor-agnostic NTRK inhibitor — cholangiocarcinoma is a recurrent NTRK-fusion site,PMID:29466156
CHOL,,PDCD1,target,pembrolizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,MSI-H / dMMR cholangiocarcinoma,Tumor-agnostic checkpoint IO,PMID:31682550
OV,,BRCA1,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor maintenance eligibility; 20-25% of HGSOC,PMID:22452356
OV,,BRCA2,biomarker,,,,,,,,Germline/somatic mutation — PARP inhibitor maintenance eligibility,PMID:22452356
OV,,PALB2,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility,PMID:26315354
OV,,RAD51C,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility; alongside RAD51D,PMID:32359370
OV,,RAD51D,biomarker,,,,,,,,HR-pathway gene — PARP basket eligibility,PMID:32359370
OV,,TP53,biomarker,,,,,,,,Mutation — near-universal in HGSOC; defines high-grade serous vs low-grade serous,PMID:12619114
OV,,PAX8,biomarker,,,,,,,,Müllerian lineage — diagnostic for gynaecologic origin,PMID:36275185
OV,,WT1,biomarker,,,,,,,,Serous lineage — IHC marker; distinguishes HGSOC from endometrioid ovarian,PMID:35053578
OV,,FOLR1,biomarker,,,,,,,,Folate receptor alpha — mirvetuximab soravtansine eligibility (FRα-high platinum-resistant),PMID:37711615
OV,,BRCA1,target,olaparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRCA-mut HGSOC,First PARP inhibitor approved — maintenance after platinum response (SOLO-1),PMID:38129136
OV,,BRCA2,target,olaparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRCA-mut HGSOC,PARP inhibitor maintenance — extends PFS dramatically,PMID:38129136
OV,,BRCA1,target,niraparib,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,HGSOC maintenance,PARP inhibitor — broader maintenance indication (BRCA-mut and BRCA-wt),PMID:31562799
OV,,BRCA1,target,rucaparib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,BRCA-mut HGSOC,PARP inhibitor,PMID:27908594
OV,,FOLR1,target,mirvetuximab soravtansine (Elahere),ADC,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,FRα-high platinum-resistant HGSOC,FRα-directed ADC with confirmatory phase 3 survival benefit,PMID:38055253
OV,,VEGFA,target,bevacizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,HGSOC maintenance / recurrence,Anti-VEGF — approved with chemo and as maintenance,PMID:24637997
OV,,PDCD1,target,pembrolizumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,MSI-H / dMMR OV,Tumor-agnostic checkpoint IO for MSI-H subset,PMID:31682550
TGCT,,KIT,biomarker,,,,,,,,Seminoma-restricted expression; CD117 IHC diagnostic,PMID:23771924
TGCT,,AFP,biomarker,,,,,,,,Alpha-fetoprotein — serum marker for non-seminomatous germ cell tumors,PMID:30539249
TGCT,,CGB1,biomarker,,,,,,,,beta-hCG — serum marker for choriocarcinoma / non-seminoma,PMID:30359635
TGCT,,POU5F1,biomarker,,,,,,,,OCT4 — embryonal/seminoma stem-cell lineage marker,PMID:36835562
TGCT,,NANOG,biomarker,,,,,,,,Pluripotency factor — germ cell / seminoma lineage,PMID:29259864
TGCT,,SOX2,biomarker,,,,,,,,Embryonal carcinoma lineage marker,PMID:36713456
TGCT,,SALL4,biomarker,,,,,,,,Stem-cell factor — diagnostic IHC for germ cell tumors,PMID:37508506
TGCT,,LDHA,biomarker,,,,,,,,Lactate dehydrogenase (LDH) — serum marker; prognostic in bulky disease,PMID:39711015
NUTM,,NUTM1,biomarker,,,,,,,,Pathognomonic fusion partner — BRD4-NUTM1 / BRD3-NUTM1 / NSD3-NUTM1 defines NUT carcinoma,PMID:35372003
NUTM,,BRD4,biomarker,,,,,,,,BRD4-NUTM1 most common fusion; BET-inhibitor target,PMID:37819236
NUTM,,BRD3,biomarker,,,,,,,,BRD3-NUTM1 in ~30%; biologically similar to BRD4 variant,PMID:34482332
NUTM,,NSD3,biomarker,,,,,,,,NSD3-NUTM1 in ~10% of NUT carcinoma; emerging variant,PMID:34997561
NUTM,,MYC,biomarker,,,,,,,,Major BRD4-NUT downstream output; drives proliferation program,PMID:37819236
NUTM,,TP63,biomarker,,,,,,,,ΔNp63 isoform overexpressed; squamous-like differentiation program,PMID:33452461
NUTM,,SOX2,biomarker,,,,,,,,Stem-cell program; commonly expressed in NUT carcinoma,PMID:41266112
NUTM,,KRT5,biomarker,,,,,,,,Cytokeratin — squamous-like differentiation signal in NUT carcinoma,PMID:35372003
NUTM,,BRD4,target,molibresib (GSK525762),small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,First-in-class BET bromodomain inhibitor — targets BRD4-NUT driver directly,PMID:32328561
NUTM,,BRD4,target,BMS-986158,small_molecule,phase_1,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,NUT carcinoma,BET inhibitor trials in NUT carcinoma and hematologic malignancies,PMID:36077617
NUTM,,HDAC1,target,vorinostat,small_molecule,off_label,off_label,off_label,off-label follow-up; confirm rationale and alternatives,NUT carcinoma,HDAC inhibitor — synergizes with BET-i preclinically; case reports of clinical benefit,PMID:41592880
ACC,,INHA,biomarker,,,,,,,,Inhibin α — adrenal cortex lineage marker; diagnostic IHC,PMID:25111790
ACC,,NR5A1,biomarker,,,,,,,,SF1 / steroidogenic factor 1 — adrenocortical differentiation marker,PMID:38155952
ACC,,STAR,biomarker,,,,,,,,Steroidogenic acute regulatory protein — adrenal-restricted,PMID:27165744
ACC,,TP53,biomarker,,,,,,,,Somatic and germline (Li-Fraumeni) inactivation — predicts aggressive course,PMID:27165744
ACC,,CTNNB1,biomarker,,,,,,,,Activating mutations — Wnt pathway driver; worse prognosis,PMID:27165744
ACC,,IGF2,biomarker,,,,,,,,Overexpressed in ~90% ACC; proposed but unproven therapy target,PMID:31378849
ACC,,MKI67,biomarker,,,,,,,,Ki-67 >10% proliferation index — independent predictor of recurrence,PMID:25559399
ACC,,NR5A1,target,mitotane,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced/metastatic ACC,Adrenolytic — standard first-line single-agent therapy in ACC,PMID:17554118
ACC,,CTLA4,target,ipilimumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced ACC,Anti-CTLA4; modest activity in trials; limited without nivolumab combo,PMID:33889439
ACC,,PDCD1,target,pembrolizumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,PD-L1+ / MSI-H ACC,Anti-PD1; limited activity overall but responders documented in MSI-H subset,PMID:41143139
KICH,,KIT,biomarker,,,,,,,,CD117 expression helps distinguish chromophobe from clear-cell renal carcinoma,PMID:17683191
KICH,,KRT7,biomarker,,,,,,,,Diffuse CK7 expression supports chromophobe renal-cell carcinoma,PMID:17683191
KICH,,TP53,biomarker,,,,,,,,TP53 mutation is associated with dedifferentiation and aggressive chromophobe RCC,PMID:38775158
KICH,,PTEN,biomarker,,,,,,,,PTEN is recurrently altered in chromophobe RCC and links to PI3K-mTOR pathway biology,PMID:33183792
KICH,,KDR,target,sunitinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,VEGFR/PDGFR TKI — included in combined non-clear-cell RCC trials,PMID:27382030
KICH,,PDCD1,target,nivolumab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced RCC,Anti-PD1; approved in combination settings for advanced RCC,PMID:32718906
KIRP,,MET,biomarker,,,,,,,,Germline and somatic activating mutations — Type 1 papillary driver,PMID:26536169
KIRP,,CDKN2A,biomarker,,,,,,,,9p21 deletion — Type 2 papillary; worse prognosis,PMID:26536169
KIRP,,NF2,biomarker,,,,,,,,Recurrent in Type 2 KIRP; Hippo pathway activation,PMID:26536169
KIRP,,FH,biomarker,,,,,,,,HLRCC syndrome — germline fumarate hydratase loss; aggressive Type 2 variant,PMID:26536169
KIRP,,SETD2,biomarker,,,,,,,,Chromatin regulator — frequently mutated in Type 2 KIRP,PMID:26536169
KIRP,,MET,target,cabozantinib,small_molecule,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,advanced papillary RCC,FDA-approved for advanced RCC; Type 1 MET-mut papillary may respond preferentially,PMID:33592176
KIRP,,MET,target,savolitinib,small_molecule,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,MET-driven papillary RCC,Selective MET inhibitor; positive SAMETA trial subset,PMID:32469384
KIRP,,PDCD1,target,pembrolizumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,previously untreated advanced papillary RCC,Pembrolizumab monotherapy was evaluated in the non-clear-cell KEYNOTE-427 cohort,PMID:33529058
MESO,,BAP1,biomarker,,,,,,,,Loss-of-function in ~60% pleural MESO; germline predisposition; IHC diagnostic,PMID:21642991
MESO,,NF2,biomarker,,,,,,,,Loss in ~40% pleural MESO; Hippo pathway activation,PMID:26928227
MESO,,CDKN2A,biomarker,,,,,,,,9p21 homozygous deletion in ~70% — key diagnostic and prognostic,PMID:40578509
MESO,,WT1,biomarker,,,,,,,,Diagnostic IHC — distinguishes MESO from adenocarcinoma,PMID:35636988
MESO,,MSLN,biomarker,,,,,,,,Mesothelin — highly expressed; serum biomarker and therapy target,PMID:21775819
MESO,,CALB2,biomarker,,,,,,,,Calretinin — defining mesothelial-lineage IHC marker,PMID:29699512
MESO,,PDCD1,target,nivolumab + ipilimumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,unresectable pleural MESO,CheckMate-743 — first-line combined IO; approved 2020,PMID:33485464
MESO,,TYMS,target,pemetrexed + cisplatin,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,unresectable MESO,Antifolate + platinum — historical standard of care,PMID:12860938
MESO,,MSLN,target,anetumab ravtansine (BAY 94-9343),ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,MSLN-high MESO,Anti-MSLN maytansinoid ADC; missed primary endpoint but responders documented,PMID:35358455
MESO,,VEGFA,target,bevacizumab + pemetrexed/cisplatin,antibody,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm trial or local availability,first-line unresectable pleural mesothelioma,MAPS showed an overall-survival benefit from adding bevacizumab to pemetrexed/cisplatin,PMID:26719230
PCPG,,SDHB,biomarker,,,,,,,,Germline/somatic loss — metastatic risk; SDHx immunostain-negative PCC,PMID:39457697
PCPG,,VHL,biomarker,,,,,,,,Germline inactivation — von Hippel-Lindau syndrome PCC,PMID:39457697
PCPG,,RET,biomarker,,,,,,,,Germline activating mutation — MEN2 syndrome; pheo + medullary thyroid,PMID:28162975
PCPG,,NF1,biomarker,,,,,,,,Neurofibromatosis type 1 — pheo predisposition,PMID:28162975
PCPG,,CHGA,biomarker,,,,,,,,Chromogranin A — complementary serum marker and neuroendocrine-lineage IHC,PMID:31027285; PMID:6375394
PCPG,,TH,biomarker,,,,,,,,Tyrosine hydroxylase — catecholamine-synthesis lineage marker,PMID:41922199
PCPG,,MAX,biomarker,,,,,,,,Germline loss — MYC-associated-X; bilateral pheo predisposition,PMID:28384794
PCPG,,SLC6A2,target,iobenguane I-131 ([131I]-MIBG),radioligand,approved,approved_later_line,later_line_approved,confirm imaging/eligibility and prior-line requirements,iobenguane-scan-positive metastatic PCC/PGL,Norepinephrine-transporter-mediated MIBG uptake enables high-specific-activity 131I-iobenguane therapy,PMID:30291194
PCPG,,KDR,target,sunitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,advanced PCC/PGL,FIRSTMAPPP trial — PFS benefit vs placebo,PMID:35973976
READ,,MLH1,biomarker,,,,,,,,MMR loss — MSI-H; gates pembrolizumab / dostarlimab,PMID:15849733
READ,,MSH2,biomarker,,,,,,,,MMR gene — MSI-H / Lynch association,PMID:34798986
READ,,KRAS,biomarker,,,,,,,,Codon 12/13/61 mutation — precludes anti-EGFR therapy,PMID:18316791
READ,,NRAS,biomarker,,,,,,,,Exon 2-4 mutation — precludes anti-EGFR therapy,PMID:24024839
READ,,BRAF,biomarker,,,,,,,,V600E mutation — poor prognosis; gates BRAF+anti-EGFR combo,PMID:31566309
READ,,ERBB2,biomarker,,,,,,,,HER2 amplification in ~3% — trastuzumab+tucatinib,PMID:27108243
READ,,TP53,biomarker,,,,,,,,Frequent somatic mutation; prognostic in some contexts,PMID:22810696
READ,,EGFR,target,cetuximab,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,KRAS/NRAS/BRAF-WT mCRC,Anti-EGFR monoclonal; approved for RAS-WT mCRC,PMID:19339720
READ,,BRAF,target,encorafenib + cetuximab,small_molecule,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,BRAF V600E mCRC,BEACON trial — approved for BRAF V600E mCRC after first-line failure,PMID:31566309
READ,,PDCD1,target,pembrolizumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,MSI-H / dMMR mCRC,KEYNOTE-177 — first-line in MSI-H mCRC,PMID:33264544
READ,,ERBB2,target,trastuzumab + tucatinib,antibody,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HER2-amp mCRC,MOUNTAINEER — approved 2023 for HER2-amp RAS-WT mCRC,PMID:37142372
THYM,,GTF2I,biomarker,,,,,,,,Thymoma-specific chromosome 7 L424H mutation — indolent-behavior predictor,PMID:24974848
THYM,,CD5,biomarker,,,,,,,,Diffuse CD5+ in thymic carcinoma — distinguishes from thymoma,PMID:7519823
THYM,,KIT,biomarker,,,,,,,,Diffuse CD117 in thymic carcinoma — distinguishes from thymoma,PMID:18448188
THYM,,MCM2,biomarker,,,,,,,,Proliferation marker — correlated with histologic grade in thymoma,PMID:41044692
THYM,,KDR,target,sunitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,chemotherapy-refractory thymic carcinoma,Sunitinib activity was evaluated in an open-label phase 2 trial,PMID:25592632
THYM,,PDCD1,target,pembrolizumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,refractory or relapsed thymic epithelial tumors,Pembrolizumab was evaluated in phase 2; severe immune toxicity was more frequent in thymoma,PMID:29906252
THYM,,KIT,target,sunitinib,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,thymic carcinoma,TKI activity in KIT-mut thymic carcinoma — secondary endpoint,PMID:37094664
UCS,,TP53,biomarker,,,,,,,,Mutation in ~90% UCS — near-universal,PMID:40446429
UCS,,PIK3CA,biomarker,,,,,,,,Recurrent activating mutation; PI3K-pathway driver,PMID:25078343
UCS,,ERBB2,biomarker,,,,,,,,HER2 amplification in subset — trastuzumab-deruxtecan candidate,PMID:37627113
UCS,,PPP2R1A,biomarker,,,,,,,,Recurrent mutation in UCS + serous endometrial — distinctive from endometrioid,PMID:28292439
UCS,,FBXW7,biomarker,,,,,,,,Recurrent mutation; tumor suppressor inactivation,PMID:31772025
UCS,,ERBB2,target,trastuzumab deruxtecan,ADC,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; confirm HER2 expression and current tumor-agnostic eligibility,HER2-low / HER2+ endometrial / UCS,STATICE phase 2 evidence in HER2-expressing uterine carcinosarcoma,PMID:36977309
UCS,,PDCD1,target,pembrolizumab + lenvatinib,antibody,off_label,off_label,off_label,off-label follow-up; UCS evidence is observational,recurrent UCS,UCS-specific evidence is from a retrospective real-world cohort rather than a prospective trial,PMID:41349346
UVM,,GNAQ,biomarker,,,,,,,,Q209/R183 activating mutation — defining UVM driver (~50%),PMID:32273508
UVM,,GNA11,biomarker,,,,,,,,Q209/R183 activating mutation — complementary to GNAQ (~40%),PMID:32273508
UVM,,BAP1,biomarker,,,,,,,,Loss — strong predictor of monosomy-3 metastasis phenotype,PMID:28810145
UVM,,SF3B1,biomarker,,,,,,,,R625 hotspot mutation — intermediate metastatic risk; distinct from BAP1 class,PMID:28810145
UVM,,EIF1AX,biomarker,,,,,,,,Mutation — low-risk subset; mutually exclusive with BAP1 loss,PMID:28810145
UVM,,PMEL,biomarker,,,,,,,,gp100 — melanocyte lineage; tebentafusp epitope target (HLA-A*02:01+),PMID:34551229
UVM,,PMEL,target,tebentafusp,bispecific,approved,approved_indication_matched,approved_biomarker_matched,confirm biomarker/indication-specific eligibility,HLA-A*02:01+ metastatic UVM,Gp100 × CD3 bispecific — first approved targeted UVM agent,PMID:34551229
UVM,,PDCD1,target,nivolumab + ipilimumab,antibody,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,metastatic UVM,Phase 2 checkpoint combination evidence in metastatic uveal melanoma,PMID:33125309
UVM,,PRKCB,target,darovasertib (IDE196),small_molecule,early_clinical,trial_follow_up,clinical_trial,clinical-trial follow-up; published source does not establish a trial phase,metastatic UVM,Pan-PKC inhibitor in clinical development for GNAQ/GNA11-driven uveal melanoma,PMID:38198520
LUSC,,TP53,biomarker,,,,,,,,Near-universal mutation (~80%) — dominant driver of LUSC,PMID:22960745
LUSC,,PIK3CA,biomarker,,,,,,,,Recurrent activating mutation / amplification; PI3K-pathway driver,PMID:22960745
LUSC,,SOX2,biomarker,,,,,,,,3q amplification — squamous-lineage oncogene; ~20% LUSC,PMID:22960745
LUSC,,FGFR1,biomarker,,,,,,,,Amplification in a subset of lung squamous carcinomas — historical FGFR-inhibitor trials,PMID:23154548
LUSC,,KEAP1,biomarker,,,,,,,,Loss-of-function — cold-immune phenotype; co-occurs with STK11 axis,PMID:22960745
LUSC,,NFE2L2,biomarker,,,,,,,,Gain-of-function — oxidative-stress resistance; IO-refractory,PMID:22960745
LUSC,,CDKN2A,biomarker,,,,,,,,9p21 deletion — common in LUSC; IO-cold axis,PMID:22960745
LUSC,,PTEN,biomarker,,,,,,,,Loss in ~10% LUSC — PI3K activation,PMID:22960745
LUSC,,PDCD1,target,pembrolizumab + chemotherapy,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced LUSC,KEYNOTE-407 — first-line pembrolizumab + carboplatin + taxane,PMID:30280635
LUSC,,PDCD1,target,cemiplimab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,PD-L1>=50% advanced LUSC,EMPOWER-Lung 1 — first-line PD-L1 high monotherapy,PMID:33581821
LUSC,,PDCD1,target,nivolumab + ipilimumab,antibody,approved,approved_standard,standard_or_frontline,confirm indication and line of therapy,advanced NSCLC,CheckMate-227 — first-line IO combination for advanced LUSC,PMID:31562796
LUSC,,FGFR1,target,AZD4547,small_molecule,phase_2,trial_follow_up,clinical_trial,clinical-trial follow-up; not default standard,FGFR1-amp LUSC,FGFR-selective TKI — mixed results historically; trials largely negative,PMID:31195180
MM,,CD38,biomarker,,,,,,,,Near-universal surface on plasma cells — daratumumab / isatuximab epitope,PMID:35404740
MM,,TNFRSF17,biomarker,,,,,,,,BCMA — plasma-cell restricted; BCMA-directed therapy target,PMID:37653344
MM,,SLAMF7,biomarker,,,,,,,,Elotuzumab target — expressed on myeloma + NK cells,PMID:37754488
MM,,FCRH5,biomarker,,,,,,,,FcRH5 — lineage-restricted; cevostamab bispecific target,PMID:39145912
MM,,GPRC5D,biomarker,,,,,,,,Plasma-cell lineage — talquetamab target; differential expression vs normal plasma,PMID:36507686
MM,,MYC,biomarker,,,,,,,,Translocations (~15%); MYC-IGH or rearrangements drive aggressive disease,PMID:29467490
MM,,CCND1,biomarker,,,,,,,,t(11;14) CCND1-IGH — venetoclax-sensitive subset,PMID:38199896
MM,,FGFR3,biomarker,,,,,,,,t(4;14) FGFR3-IGH — high-risk subset,PMID:12028033
MM,,TP53,biomarker,,,,,,,,del(17p) or mutation — high-risk; venetoclax + selinexor rationale,PMID:38546638
MM,,TNFRSF17,target,teclistamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA x CD3 bispecific — approved 2022; MajesTEC-1 trial,PMID:35661166
MM,,TNFRSF17,target,elranatamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA x CD3 bispecific — approved 2023; MagnetisMM-3 trial,PMID:37582952
MM,,TNFRSF17,target,cilta-cel (ciltacabtagene autoleucel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA CAR-T — approved 2022; CARTITUDE-1 trial,PMID:34175021
MM,,TNFRSF17,target,ide-cel (idecabtagene vicleucel),CAR-T,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,BCMA CAR-T — approved 2021; KarMMa trial,PMID:33626253
MM,,TNFRSF17,target,belantamab mafodotin,ADC,phase_3,late_clinical,late_clinical,late-clinical follow-up; confirm current regulatory status,R/R multiple myeloma,BCMA ADC combination evaluated in the randomized phase 3 DREAMM-7 trial,PMID:40680754
MM,,GPRC5D,target,talquetamab,bispecific,approved,approved_later_line,later_line_approved,confirm prior therapies and indication-specific eligibility,R/R multiple myeloma,GPRC5D x CD3 bispecific — approved 2023; MonumenTAL-1 trial,PMID:40090350
