cancer_code,subtype,symbol,role,agent,pmid,pubmed_title,publication_year,supports_gene_or_agent,supports_disease_context,supports_role_and_phase,reviewed_on
SARC,synovial_sarcoma,MAGEA4,target,afami-cel (Tecelra),PMID:38554725,"Afamitresgene autoleucel for advanced synovial sarcoma and myxoid round cell liposarcoma (SPEARHEAD-1): an international, open-label, phase 2 trial.",2024,true,true,true,2026-07-17
SARC,synovial_sarcoma,CTAG1B,target,letetresgene autoleucel (lete-cel),PMID:36075914,Biomarker correlates with response to NY-ESO-1 TCR T cells in patients with synovial sarcoma.,2022,true,true,true,2026-07-17
SARC,dsrct,EWSR1,biomarker,,PMID:42054145,Desmoplastic small round cell tumor.,2026,true,true,true,2026-07-17
SARC,dsrct,WT1,biomarker,,PMID:39198430,EWS-WT1 fusion isoforms establish oncogenic programs and therapeutic vulnerabilities in desmoplastic small round cell tumors.,2024,true,true,true,2026-07-17
SARC,dsrct,DES,biomarker,,PMID:11955420,[Desmoplastic small round cell tumor: report of 2 cases].,2002,true,true,true,2026-07-17
SARC,dsrct,VIM,biomarker,,PMID:40103885,Computed tomography manifestations and pathological features of intra-abdominal desmoplastic small round cell tumor.,2025,true,true,true,2026-07-17
SARC,dsrct,WT1,target,WT1 peptide vaccine,PMID:35069874,WT1 epitope-specific IgG and IgM antibodies for immune-monitoring in patients with advanced sarcoma treated with a WT1 peptide cancer vaccine.,2022,true,true,true,2026-07-17
SARC,dsrct,WT1,target,WT1 peptide vaccine,PMID:39139449,"Desmoplastic small round cell tumor: from genomics to targets, potential paths to future therapeutics.",2024,true,true,true,2026-07-17
SARC,gist,KIT,biomarker,,PMID:12522257,PDGFRA activating mutations in gastrointestinal stromal tumors.,2003,true,true,true,2026-07-17
SARC,gist,PDGFRA,biomarker,,PMID:12522257,PDGFRA activating mutations in gastrointestinal stromal tumors.,2003,true,true,true,2026-07-17
SARC,gist,SDHB,biomarker,,PMID:36387130,"Bladder paraganglioma, gastrointestinal stromal tumor, and SDHB germline mutation in a patient with Carney-Stratakis syndrome: A case report and literature review.",2022,true,true,true,2026-07-17
SARC,gist,SDHA,biomarker,,PMID:36915446,An unusual paraesophageal and diaphragmatic SDHA-deficient gastrointestinal stromal tumor (GIST) metastases case report.,2023,true,true,true,2026-07-17
SARC,gist,BRAF,biomarker,,PMID:18615679,Novel V600E BRAF mutations in imatinib-naive and imatinib-resistant gastrointestinal stromal tumors.,2008,true,true,true,2026-07-17
SARC,gist,NF1,biomarker,,PMID:29441367,Molecular characterization and pathogenesis of gastrointestinal stromal tumor.,2018,true,true,true,2026-07-17
SARC,gist,KIT,target,imatinib,PMID:12181401,Efficacy and safety of imatinib mesylate in advanced gastrointestinal stromal tumors.,2002,true,true,true,2026-07-17
SARC,gist,KIT,target,sunitinib,PMID:17046465,Efficacy and safety of sunitinib in patients with advanced gastrointestinal stromal tumour after failure of imatinib: a randomised controlled trial.,2006,true,true,true,2026-07-17
SARC,gist,KIT,target,regorafenib,PMID:23177515,"Efficacy and safety of regorafenib for advanced gastrointestinal stromal tumours after failure of imatinib and sunitinib (GRID): an international, multicentre, randomised, placebo-controlled, phase 3 trial.",2013,true,true,true,2026-07-17
SARC,gist,KIT,target,ripretinib,PMID:32511981,"Ripretinib in patients with advanced gastrointestinal stromal tumours (INVICTUS): a double-blind, randomised, placebo-controlled, phase 3 trial.",2020,true,true,true,2026-07-17
SARC,gist,PDGFRA,target,avapritinib,PMID:32615108,"Avapritinib in advanced PDGFRA D842V-mutant gastrointestinal stromal tumour (NAVIGATOR): a multicentre, open-label, phase 1 trial.",2020,true,true,true,2026-07-17
SARC,gist,NTRK1,target,larotrectinib,PMID:41553644,Clinicopathologic and molecular spectrum of gastrointestinal stromal tumor (GIST) with NTRK fusion and marked response to larotrectinib in GIST with NTRK fusion: a case report.,2026,true,true,true,2026-07-17
SARC,ewing_sarcoma,EWSR1,biomarker,,PMID:29977059,Ewing sarcoma.,2018,true,true,true,2026-07-17
SARC,ewing_sarcoma,FLI1,biomarker,,PMID:29513652,EWS-FLI1 increases transcription to cause R-loops and block BRCA1 repair in Ewing sarcoma.,2018,true,true,true,2026-07-17
SARC,ewing_sarcoma,NKX2-2,biomarker,,PMID:34584801,Ewing Sarcoma and Ewing-Like Sarcoma and the Role of NKX2.2 Immunoreactivity.,2021,true,true,true,2026-07-17
SARC,ewing_sarcoma,CD99,biomarker,,PMID:38051221,Engagement of CD99 Activates Distinct Programs in Ewing Sarcoma and Macrophages.,2024,true,true,true,2026-07-17
SARC,ewing_sarcoma,CAV1,biomarker,,PMID:27487136,Caveolin-1 promotes Ewing sarcoma metastasis regulating MMP-9 expression through MAPK/ERK pathway.,2016,true,true,true,2026-07-17
SARC,ewing_sarcoma,PRAME,biomarker,,PMID:24973179,Common Ewing sarcoma-associated antigens fail to induce natural T cell responses in both patients and healthy individuals.,2014,true,true,true,2026-07-17
SARC,ewing_sarcoma,CDK4,target,palbociclib,PMID:37306107,Phase 2 trial of palbociclib and ganitumab in patients with relapsed Ewing sarcoma.,2023,true,true,true,2026-07-17
SARC,kinase_driven_sarcoma,EGFR,biomarker,,PMID:39863531,[Infantile rhabdomyofibrosarcoma with EGFR kinase domain duplication: a clinicopathological analysis of three cases].,2025,true,true,true,2026-07-17
SARC,kinase_driven_sarcoma,EGFR,target,EGFR TKI (afatinib / osimertinib),PMID:39863531,[Infantile rhabdomyofibrosarcoma with EGFR kinase domain duplication: a clinicopathological analysis of three cases].,2025,true,true,true,2026-07-17
SARC,kinase_driven_sarcoma,EGFR,target,EGFR TKI (afatinib / osimertinib),PMID:30255937,Clinical outcomes of EGFR kinase domain duplication to targeted therapies in NSCLC.,2019,true,true,true,2026-07-17
THCA,,BRAF,biomarker,,PMID:37647391,TERT accelerates BRAF mutant-induced thyroid cancer dedifferentiation and progression by regulating ribosome biogenesis.,2023,true,true,true,2026-07-17
THCA,,RET,biomarker,,PMID:32846061,Efficacy of Selpercatinib in RET-Altered Thyroid Cancers.,2020,true,true,true,2026-07-17
THCA,,HRAS,biomarker,,PMID:41031922,Genetic alterations in papillary thyroid cancer: clinicopathological correlations and diagnostic implications.,2025,true,true,true,2026-07-17
THCA,,NRAS,biomarker,,PMID:28323937,"TERT, BRAF, and NRAS in Primary Thyroid Cancer and Metastatic Disease.",2017,true,true,true,2026-07-17
THCA,,NTRK1,biomarker,,PMID:37548775,NTRK fusion events and targeted treatment of advanced radioiodine refractory thyroid cancer.,2023,true,true,true,2026-07-17
THCA,,TERT,biomarker,,PMID:37647391,TERT accelerates BRAF mutant-induced thyroid cancer dedifferentiation and progression by regulating ribosome biogenesis.,2023,true,true,true,2026-07-17
THCA,,TG,biomarker,,PMID:28493290,Circulating thyroid cancer biomarkers: Current limitations and future prospects.,2017,true,true,true,2026-07-17
THCA,,NKX2-1,biomarker,,PMID:34748583,NKX2-1 re-expression induces cell death through apoptosis and necrosis in dedifferentiated thyroid carcinoma cells.,2021,true,true,true,2026-07-17
THCA,,PAX8,biomarker,,PMID:38993572,METTL3 regulates thyroid cancer differentiation and chemosensitivity by modulating PAX8.,2024,true,true,true,2026-07-17
THCA,,TP53,biomarker,,PMID:26878173,Genomic and transcriptomic hallmarks of poorly differentiated and anaplastic thyroid cancers.,2016,true,true,true,2026-07-17
THCA,,KDR,target,lenvatinib,PMID:25671254,Lenvatinib versus placebo in radioiodine-refractory thyroid cancer.,2015,true,true,true,2026-07-17
THCA,,KDR,target,sorafenib,PMID:24768112,"Sorafenib in radioactive iodine-refractory, locally advanced or metastatic differentiated thyroid cancer: a randomised, double-blind, phase 3 trial.",2014,true,true,true,2026-07-17
THCA,,KDR,target,cabozantinib,PMID:34237250,"Cabozantinib for radioiodine-refractory differentiated thyroid cancer (COSMIC-311): a randomised, double-blind, placebo-controlled, phase 3 trial.",2021,true,true,true,2026-07-17
THCA,,BRAF,target,dabrafenib + trametinib,PMID:29072975,Dabrafenib and Trametinib Treatment in Patients With Locally Advanced or Metastatic BRAF V600-Mutant Anaplastic Thyroid Cancer.,2018,true,true,true,2026-07-17
THCA,,RET,target,selpercatinib,PMID:32846061,Efficacy of Selpercatinib in RET-Altered Thyroid Cancers.,2020,true,true,true,2026-07-17
THCA,,RET,target,pralsetinib,PMID:34118198,"Pralsetinib for patients with advanced or metastatic RET-altered thyroid cancer (ARROW): a multi-cohort, open-label, registrational, phase 1/2 study.",2021,true,true,true,2026-07-17
THCA,,NTRK1,target,larotrectinib,PMID:29466156,Efficacy of Larotrectinib in TRK Fusion-Positive Cancers in Adults and Children.,2018,true,true,true,2026-07-17
LGG,,IDH1,biomarker,,PMID:37272516,Vorasidenib in IDH1- or IDH2-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
LGG,,IDH2,biomarker,,PMID:37272516,Vorasidenib in IDH1- or IDH2-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
LGG,,ATRX,biomarker,,PMID:25664944,The evolving molecular genetics of low-grade glioma.,2015,true,true,true,2026-07-17
LGG,,CDKN2A,biomarker,,PMID:33492489,"IDH-Mutant Low-grade Glioma: Advances in Molecular Diagnosis, Management, and Future Directions.",2021,true,true,true,2026-07-17
LGG,,TERT,biomarker,,PMID:26948366,Low-grade and anaplastic oligodendroglioma.,2016,true,true,true,2026-07-17
LGG,,MGMT,biomarker,,PMID:32706640,"Comprehensive Genomic Analysis in NRG Oncology/RTOG 9802: A Phase III Trial of Radiation Versus Radiation Plus Procarbazine, Lomustine (CCNU), and Vincristine in High-Risk Low-Grade Glioma.",2020,true,true,true,2026-07-17
LGG,,TP53,biomarker,,PMID:34771529,TP53 Mutation Is a Prognostic Factor in Lower Grade Glioma and May Influence Chemotherapy Efficacy.,2021,true,true,true,2026-07-17
LGG,,BRAF,biomarker,,PMID:36375115,Efficacy and Safety of Trametinib Monotherapy or in Combination With Dabrafenib in Pediatric BRAF V600-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
LGG,,IDH1,target,vorasidenib,PMID:37272516,Vorasidenib in IDH1- or IDH2-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
LGG,,IDH2,target,vorasidenib,PMID:37272516,Vorasidenib in IDH1- or IDH2-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
LGG,,BRAF,target,dabrafenib + trametinib,PMID:36375115,Efficacy and Safety of Trametinib Monotherapy or in Combination With Dabrafenib in Pediatric BRAF V600-Mutant Low-Grade Glioma.,2023,true,true,true,2026-07-17
GBM,,IDH1,biomarker,,PMID:20129251,"Integrated genomic analysis identifies clinically relevant subtypes of glioblastoma characterized by abnormalities in PDGFRA, IDH1, EGFR, and NF1.",2010,true,true,true,2026-07-17
GBM,,MGMT,biomarker,,PMID:15758010,MGMT gene silencing and benefit from temozolomide in glioblastoma.,2005,true,true,true,2026-07-17
GBM,,EGFR,biomarker,,PMID:29321659,Epidermal growth factor receptor and EGFRvIII in glioblastoma: signaling pathways and targeted therapies.,2018,true,true,true,2026-07-17
GBM,,PTEN,biomarker,,PMID:30738865,Mechanisms of PTEN loss in cancer: It's all about diversity.,2019,true,true,true,2026-07-17
GBM,,CDKN2A,biomarker,,PMID:37236196,CDKN2A deletion remodels lipid metabolism to prime glioblastoma for ferroptosis.,2023,true,true,true,2026-07-17
GBM,,TP53,biomarker,,PMID:33577785,Proteogenomic and metabolomic characterization of human glioblastoma.,2021,true,true,true,2026-07-17
GBM,,TERT,biomarker,,PMID:30187121,"Distribution of EGFR amplification, combined chromosome 7 gain and chromosome 10 loss, and TERT promoter mutation in brain tumors and their potential for the reclassification of IDHwt astrocytoma to glioblastoma.",2018,true,true,true,2026-07-17
GBM,,NF1,biomarker,,PMID:20129251,"Integrated genomic analysis identifies clinically relevant subtypes of glioblastoma characterized by abnormalities in PDGFRA, IDH1, EGFR, and NF1.",2010,true,true,true,2026-07-17
GBM,,H3F3A,biomarker,,PMID:22286061,Driver mutations in histone H3.3 and chromatin remodelling genes in paediatric glioblastoma.,2012,true,true,true,2026-07-17
GBM,,MGMT,target,temozolomide,PMID:15758009,Radiotherapy plus concomitant and adjuvant temozolomide for glioblastoma.,2005,true,true,true,2026-07-17
GBM,,VEGFA,target,bevacizumab,PMID:19114704,Phase II trial of single-agent bevacizumab followed by bevacizumab plus irinotecan at tumor progression in recurrent glioblastoma.,2009,true,true,true,2026-07-17
CHOL,,FGFR2,biomarker,,PMID:36652354,Futibatinib for FGFR2-Rearranged Intrahepatic Cholangiocarcinoma.,2023,true,true,true,2026-07-17
CHOL,,IDH1,biomarker,,PMID:32416072,"Ivosidenib in IDH1-mutant, chemotherapy-refractory cholangiocarcinoma (ClarIDHy): a multicentre, randomised, double-blind, placebo-controlled, phase 3 study.",2020,true,true,true,2026-07-17
CHOL,,BRCA1,biomarker,,PMID:38903278,Report of Cholangiocarcinoma With Transheterozygous BRCA1 and BRCA2 Co-mutation.,2024,true,true,true,2026-07-17
CHOL,,BRCA2,biomarker,,PMID:38903278,Report of Cholangiocarcinoma With Transheterozygous BRCA1 and BRCA2 Co-mutation.,2024,true,true,true,2026-07-17
CHOL,,BAP1,biomarker,,PMID:28667006,Whole-Genome and Epigenomic Landscapes of Etiologically Distinct Subtypes of Cholangiocarcinoma.,2017,true,true,true,2026-07-17
CHOL,,ARID1A,biomarker,,PMID:40489743,Arid1a deficiency promotes hepatocyte hyperpolyploidy and drives intrahepatic cholangiocarcinoma in mice.,2026,true,true,true,2026-07-17
CHOL,,TP53,biomarker,,PMID:28667006,Whole-Genome and Epigenomic Landscapes of Etiologically Distinct Subtypes of Cholangiocarcinoma.,2017,true,true,true,2026-07-17
CHOL,,KRAS,biomarker,,PMID:39854318,Mutant KRAS and CK2 Cooperatively Stimulate SLC16A3 Activity to Drive Intrahepatic Cholangiocarcinoma Progression.,2025,true,true,true,2026-07-17
CHOL,,ERBB2,biomarker,,PMID:28667006,Whole-Genome and Epigenomic Landscapes of Etiologically Distinct Subtypes of Cholangiocarcinoma.,2017,true,true,true,2026-07-17
CHOL,,MLH1,biomarker,,PMID:28545228,Aberrant DNA Methylation as a Biomarker and a Therapeutic Target of Cholangiocarcinoma.,2017,true,true,true,2026-07-17
CHOL,,NTRK1,biomarker,,PMID:29466156,Efficacy of Larotrectinib in TRK Fusion-Positive Cancers in Adults and Children.,2018,true,true,true,2026-07-17
CHOL,,FGFR2,target,pemigatinib,PMID:32203698,"Pemigatinib for previously treated, locally advanced or metastatic cholangiocarcinoma: a multicentre, open-label, phase 2 study.",2020,true,true,true,2026-07-17
CHOL,,FGFR2,target,futibatinib,PMID:36652354,Futibatinib for FGFR2-Rearranged Intrahepatic Cholangiocarcinoma.,2023,true,true,true,2026-07-17
CHOL,,IDH1,target,ivosidenib,PMID:32416072,"Ivosidenib in IDH1-mutant, chemotherapy-refractory cholangiocarcinoma (ClarIDHy): a multicentre, randomised, double-blind, placebo-controlled, phase 3 study.",2020,true,true,true,2026-07-17
CHOL,,BRAF,target,dabrafenib + trametinib,PMID:32818466,"Dabrafenib plus trametinib in patients with BRAFV600E-mutated biliary tract cancer (ROAR): a phase 2, open-label, single-arm, multicentre basket trial.",2020,true,true,true,2026-07-17
CHOL,,ERBB2,target,trastuzumab + pertuzumab,PMID:34339623,"Pertuzumab and trastuzumab for HER2-positive, metastatic biliary tract cancer (MyPathway): a multicentre, open-label, phase 2a, multiple basket study.",2021,true,true,true,2026-07-17
CHOL,,NTRK1,target,larotrectinib,PMID:29466156,Efficacy of Larotrectinib in TRK Fusion-Positive Cancers in Adults and Children.,2018,true,true,true,2026-07-17
CHOL,,PDCD1,target,pembrolizumab,PMID:31682550,Efficacy of Pembrolizumab in Patients With Noncolorectal High Microsatellite Instability/Mismatch Repair-Deficient Cancer: Results From the Phase II KEYNOTE-158 Study.,2020,true,true,true,2026-07-17
OV,,BRCA1,biomarker,,PMID:22452356,Olaparib maintenance therapy in platinum-sensitive relapsed ovarian cancer.,2012,true,true,true,2026-07-17
OV,,BRCA2,biomarker,,PMID:22452356,Olaparib maintenance therapy in platinum-sensitive relapsed ovarian cancer.,2012,true,true,true,2026-07-17
OV,,PALB2,biomarker,,PMID:26315354,"Germline Mutations in the BRIP1, BARD1, PALB2, and NBN Genes in Women With Ovarian Cancer.",2015,true,true,true,2026-07-17
OV,,RAD51C,biomarker,,PMID:32359370,"BRIP1, RAD51C, and RAD51D mutations are associated with high susceptibility to ovarian cancer: mutation prevalence and precise risk estimates based on a pooled analysis of ~30,000 cases.",2020,true,true,true,2026-07-17
OV,,RAD51D,biomarker,,PMID:32359370,"BRIP1, RAD51C, and RAD51D mutations are associated with high susceptibility to ovarian cancer: mutation prevalence and precise risk estimates based on a pooled analysis of ~30,000 cases.",2020,true,true,true,2026-07-17
OV,,TP53,biomarker,,PMID:12619114,TP53 and ovarian cancer.,2003,true,true,true,2026-07-17
OV,,PAX8,biomarker,,PMID:36275185,PAX8 as a Potential Target for Ovarian Cancer: What We Know so Far.,2022,true,true,true,2026-07-17
OV,,WT1,biomarker,,PMID:35053578,The Evolution of Ovarian Carcinoma Subclassification.,2022,true,true,true,2026-07-17
OV,,FOLR1,biomarker,,PMID:37711615,Therapeutic strategies targeting folate receptor α for ovarian cancer.,2023,true,true,true,2026-07-17
OV,,BRCA1,target,olaparib,PMID:38129136,Updated progression-free survival and final overall survival with maintenance olaparib plus bevacizumab according to clinical risk in patients with newly diagnosed advanced ovarian cancer in the phase III PAOLA-1/ENGOT-ov25 trial.,2024,true,true,true,2026-07-17
OV,,BRCA2,target,olaparib,PMID:38129136,Updated progression-free survival and final overall survival with maintenance olaparib plus bevacizumab according to clinical risk in patients with newly diagnosed advanced ovarian cancer in the phase III PAOLA-1/ENGOT-ov25 trial.,2024,true,true,true,2026-07-17
OV,,BRCA1,target,niraparib,PMID:31562799,Niraparib in Patients with Newly Diagnosed Advanced Ovarian Cancer.,2019,true,true,true,2026-07-17
OV,,BRCA1,target,rucaparib,PMID:27908594,"Rucaparib in relapsed, platinum-sensitive high-grade ovarian carcinoma (ARIEL2 Part 1): an international, multicentre, open-label, phase 2 trial.",2017,true,true,true,2026-07-17
OV,,FOLR1,target,mirvetuximab soravtansine (Elahere),PMID:38055253,"Mirvetuximab Soravtansine in FRα-Positive, Platinum-Resistant Ovarian Cancer.",2023,true,true,true,2026-07-17
OV,,VEGFA,target,bevacizumab,PMID:24637997,Bevacizumab combined with chemotherapy for platinum-resistant recurrent ovarian cancer: The AURELIA open-label randomized phase III trial.,2014,true,true,true,2026-07-17
OV,,PDCD1,target,pembrolizumab,PMID:31682550,Efficacy of Pembrolizumab in Patients With Noncolorectal High Microsatellite Instability/Mismatch Repair-Deficient Cancer: Results From the Phase II KEYNOTE-158 Study.,2020,true,true,true,2026-07-17
TGCT,,KIT,biomarker,,PMID:23771924,Cyclic AMP and c-KIT signaling in familial testicular germ cell tumor predisposition.,2013,true,true,true,2026-07-17
TGCT,,AFP,biomarker,,PMID:30539249,Serum tumor markers and testicular germ cell tumors: a primer for radiologists.,2019,true,true,true,2026-07-17
TGCT,,CGB1,biomarker,,PMID:30359635,"Cytokeratin 7, inhibin, and p63 in testicular germ cell tumor: superior markers of choriocarcinoma compared to β-human chorionic gonadotropin.",2019,true,true,true,2026-07-17
TGCT,,POU5F1,biomarker,,PMID:36835562,Epigenetic Regulation of Driver Genes in Testicular Tumorigenesis.,2023,true,true,true,2026-07-17
TGCT,,NANOG,biomarker,,PMID:29259864,An up-date on epigenetic and molecular markers in testicular germ cell tumors.,2017,true,true,true,2026-07-17
TGCT,,SOX2,biomarker,,PMID:36713456,"Comprehensive characteristics of pathological subtypes in testicular germ cell tumor: Gene expression, mutation and alternative splicing.",2022,true,true,true,2026-07-17
TGCT,,SALL4,biomarker,,PMID:37508506,Testicular Germ Cell Tumor Tissue Biomarker Analysis: A Comparison of Human Protein Atlas and Individual Testicular Germ Cell Tumor Component Immunohistochemistry.,2023,true,true,true,2026-07-17
TGCT,,LDHA,biomarker,,PMID:39711015,Differential expression of metabolic enzymes in testicular germ cell tumors: The impact of glycolytic metabolism in embryonal carcinoma histotype.,2024,true,true,true,2026-07-17
NUTM,,NUTM1,biomarker,,PMID:35372003,"NUT Carcinoma: Clinicopathologic Features, Molecular Genetics and Epigenetics.",2022,true,true,true,2026-07-17
NUTM,,BRD4,biomarker,,PMID:37819236,The BRD4-NUT Fusion Alone Drives Malignant Transformation of NUT Carcinoma.,2023,true,true,true,2026-07-17
NUTM,,BRD3,biomarker,,PMID:34482332,Cutaneous Primary NUT Carcinoma With BRD3-NUTM1 Fusion.,2021,true,true,true,2026-07-17
NUTM,,NSD3,biomarker,,PMID:34997561,Thyroid Carcinoma with NSD3::NUTM1 Fusion: a Case with Thyrocyte Differentiation and Colloid Production.,2022,true,true,true,2026-07-17
NUTM,,MYC,biomarker,,PMID:37819236,The BRD4-NUT Fusion Alone Drives Malignant Transformation of NUT Carcinoma.,2023,true,true,true,2026-07-17
NUTM,,TP63,biomarker,,PMID:33452461,Supercharging BRD4 with NUT in carcinoma.,2021,true,true,true,2026-07-17
NUTM,,SOX2,biomarker,,PMID:41266112,SOX2 is a dispensable modulator of NUT carcinoma oncogenesis in mice.,2026,true,true,true,2026-07-17
NUTM,,KRT5,biomarker,,PMID:35372003,"NUT Carcinoma: Clinicopathologic Features, Molecular Genetics and Epigenetics.",2022,true,true,true,2026-07-17
NUTM,,BRD4,target,molibresib (GSK525762),PMID:32328561,"Phase 1 Study of Molibresib (GSK525762), a Bromodomain and Extra-Terminal Domain Protein Inhibitor, in NUT Carcinoma and Other Solid Tumors.",2020,true,true,true,2026-07-17
NUTM,,BRD4,target,BMS-986158,PMID:36077617,"BMS-986158, a Small Molecule Inhibitor of the Bromodomain and Extraterminal Domain Proteins, in Patients with Selected Advanced Solid Tumors: Results from a Phase 1/2a Trial.",2022,true,true,true,2026-07-17
NUTM,,HDAC1,target,vorinostat,PMID:41592880,NUT carcinoma of the cheek managed with chemotherapy and surgical resection.,2026,true,true,true,2026-07-17
ACC,,INHA,biomarker,,PMID:25111790,Inhibin alpha-subunit (INHA) expression in adrenocortical cancer is linked to genetic and epigenetic INHA promoter variation.,2014,true,true,true,2026-07-17
ACC,,NR5A1,biomarker,,PMID:38155952,A reappraisal of transcriptional regulation by NR5A1 and beta-catenin in adrenocortical carcinoma.,2023,true,true,true,2026-07-17
ACC,,STAR,biomarker,,PMID:27165744,Comprehensive Pan-Genomic Characterization of Adrenocortical Carcinoma.,2016,true,true,true,2026-07-17
ACC,,TP53,biomarker,,PMID:27165744,Comprehensive Pan-Genomic Characterization of Adrenocortical Carcinoma.,2016,true,true,true,2026-07-17
ACC,,CTNNB1,biomarker,,PMID:27165744,Comprehensive Pan-Genomic Characterization of Adrenocortical Carcinoma.,2016,true,true,true,2026-07-17
ACC,,IGF2,biomarker,,PMID:31378849,IGF2 role in adrenocortical carcinoma biology.,2019,true,true,true,2026-07-17
ACC,,MKI67,biomarker,,PMID:25559399,Major prognostic role of Ki67 in localized adrenocortical carcinoma after complete resection.,2015,true,true,true,2026-07-17
ACC,,NR5A1,target,mitotane,PMID:17554118,Adjuvant mitotane treatment for adrenocortical carcinoma.,2007,true,true,true,2026-07-17
ACC,,CTLA4,target,ipilimumab,PMID:33889439,Combination immunotherapy with ipilimumab and nivolumab in patients with advanced adrenocortical carcinoma: a subgroup analysis of CA209-538.,2021,true,true,true,2026-07-17
ACC,,PDCD1,target,pembrolizumab,PMID:41143139,Phase 2 Study of Monotherapy with Pembrolizumab for Advanced Adrenocortical Carcinoma.,2025,true,true,true,2026-07-17
KICH,,KIT,biomarker,,PMID:17683191,"Immunohistochemical analysis of chromophobe renal cell carcinoma, renal oncocytoma, and clear cell carcinoma: an optimal and practical panel for differential diagnosis.",2007,true,true,true,2026-07-17
KICH,,KRT7,biomarker,,PMID:17683191,"Immunohistochemical analysis of chromophobe renal cell carcinoma, renal oncocytoma, and clear cell carcinoma: an optimal and practical panel for differential diagnosis.",2007,true,true,true,2026-07-17
KICH,,TP53,biomarker,,PMID:38775158,Molecular underpinnings of dedifferentiation and aggressiveness in chromophobe renal cell carcinoma.,2024,true,true,true,2026-07-17
KICH,,PTEN,biomarker,,PMID:33183792,Chromophobe renal cell carcinoma: current and controversial issues.,2021,true,true,true,2026-07-17
KICH,,KDR,target,sunitinib,PMID:27382030,Outcome of Patients With Metastatic Chromophobe Renal Cell Carcinoma Treated With Sunitinib.,2016,true,true,true,2026-07-17
KICH,,PDCD1,target,nivolumab,PMID:32718906,Safety and Efficacy of Nivolumab in Patients With Advanced Non-Clear Cell Renal Cell Carcinoma: Results From the Phase IIIb/IV CheckMate 374 Study.,2020,true,true,true,2026-07-17
KIRP,,MET,biomarker,,PMID:26536169,Comprehensive Molecular Characterization of Papillary Renal-Cell Carcinoma.,2016,true,true,true,2026-07-17
KIRP,,CDKN2A,biomarker,,PMID:26536169,Comprehensive Molecular Characterization of Papillary Renal-Cell Carcinoma.,2016,true,true,true,2026-07-17
KIRP,,NF2,biomarker,,PMID:26536169,Comprehensive Molecular Characterization of Papillary Renal-Cell Carcinoma.,2016,true,true,true,2026-07-17
KIRP,,FH,biomarker,,PMID:26536169,Comprehensive Molecular Characterization of Papillary Renal-Cell Carcinoma.,2016,true,true,true,2026-07-17
KIRP,,SETD2,biomarker,,PMID:26536169,Comprehensive Molecular Characterization of Papillary Renal-Cell Carcinoma.,2016,true,true,true,2026-07-17
KIRP,,MET,target,cabozantinib,PMID:33592176,"A comparison of sunitinib with cabozantinib, crizotinib, and savolitinib for treatment of advanced papillary renal cell carcinoma: a randomised, open-label, phase 2 trial.",2021,true,true,true,2026-07-17
KIRP,,MET,target,savolitinib,PMID:32469384,Efficacy of Savolitinib vs Sunitinib in Patients With MET-Driven Papillary Renal Cell Carcinoma: The SAVOIR Phase 3 Randomized Clinical Trial.,2020,true,true,true,2026-07-17
KIRP,,PDCD1,target,pembrolizumab,PMID:33529058,"Open-Label, Single-Arm, Phase II Study of Pembrolizumab Monotherapy as First-Line Therapy in Patients With Advanced Non-Clear Cell Renal Cell Carcinoma.",2021,true,true,true,2026-07-17
MESO,,BAP1,biomarker,,PMID:21642991,The nuclear deubiquitinase BAP1 is commonly inactivated by somatic mutations and 3p21.1 losses in malignant pleural mesothelioma.,2011,true,true,true,2026-07-17
MESO,,NF2,biomarker,,PMID:26928227,"Comprehensive genomic analysis of malignant pleural mesothelioma identifies recurrent mutations, gene fusions and splicing alterations.",2016,true,true,true,2026-07-17
MESO,,CDKN2A,biomarker,,PMID:40578509,"Immune Composition and Immunotherapy Outcomes of Mesothelioma With BAP1, CDKN2A, MTAP, and NF2 Alterations.",2025,true,true,true,2026-07-17
MESO,,WT1,biomarker,,PMID:35636988,Pleural mesothelioma.,2022,true,true,true,2026-07-17
MESO,,MSLN,biomarker,,PMID:21775819,The relationship between tumor MSLN methylation and serum mesothelin (SMRP) in mesothelioma.,2011,true,true,true,2026-07-17
MESO,,CALB2,biomarker,,PMID:29699512,Regulation of calretinin in malignant mesothelioma is mediated by septin 7 binding to the CALB2 promoter.,2018,true,true,true,2026-07-17
MESO,,PDCD1,target,nivolumab + ipilimumab,PMID:33485464,"First-line nivolumab plus ipilimumab in unresectable malignant pleural mesothelioma (CheckMate 743): a multicentre, randomised, open-label, phase 3 trial.",2021,true,true,true,2026-07-17
MESO,,TYMS,target,pemetrexed + cisplatin,PMID:12860938,Phase III study of pemetrexed in combination with cisplatin versus cisplatin alone in patients with malignant pleural mesothelioma.,2003,true,true,true,2026-07-17
MESO,,MSLN,target,anetumab ravtansine (BAY 94-9343),PMID:35358455,"Anetumab ravtansine versus vinorelbine in patients with relapsed, mesothelin-positive malignant pleural mesothelioma (ARCS-M): a randomised, open-label phase 2 trial.",2022,true,true,true,2026-07-17
