reference,title,citation_identity_status,source_url,used_by,reviewed_on
PMID:33264544,Pembrolizumab in Microsatellite-Instability-High Advanced Colorectal Cancer.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33264544/,baseline:cancer-apd1-response:COAD;baseline:cancer-apd1-response:CRC_MSI;baseline:cancer-apd1-response:READ;baseline:cancer-ici-response-estimates:CRC_MSI;baseline:cancer-ici-response:COAD;baseline:cancer-ici-response:CRC_MSI;baseline:cancer-ici-response:READ;current:cancer-apd1-response:COAD;current:cancer-apd1-response:CRC_MSI;current:cancer-apd1-response:READ;current:cancer-ici-response-estimates:CRC_MSI;current:cancer-ici-response:COAD;current:cancer-ici-response:CRC_MSI;current:cancer-ici-response:READ,2026-09-15
PMID:33417511,"Nivolumab Plus Ipilimumab for Treatment-Naïve Metastatic Uveal Melanoma: An Open-Label, Multicenter, Phase II Trial by the Spanish Multidisciplinary Melanoma Group (GEM-1402).",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33417511/,baseline:cancer-ici-response-estimates:UVM;current:cancer-ici-response-estimates:UVM,2026-09-15
PMID:33485464,"First-line nivolumab plus ipilimumab in unresectable malignant pleural mesothelioma (CheckMate 743): a multicentre, randomised, open-label, phase 3 trial.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33485464/,baseline:cancer-ici-response-estimates:MESO;baseline:cancer-ici-response:MESO;current:cancer-ici-response-estimates:MESO;current:cancer-ici-response:MESO,2026-09-15
PMID:33529058,"Open-Label, Single-Arm, Phase II Study of Pembrolizumab Monotherapy as First-Line Therapy in Patients With Advanced Non-Clear Cell Renal Cell Carcinoma.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33529058/,baseline:cancer-apd1-response:KICH;baseline:cancer-apd1-response:KIRP;baseline:cancer-apd1-response:RCC_NCC;baseline:cancer-apd1-response:RCC_NCC_UNCLASSIFIED;baseline:cancer-ici-response-estimates:KICH;baseline:cancer-ici-response-estimates:KIRP;baseline:cancer-ici-response-estimates:RCC_NCC;baseline:cancer-ici-response-estimates:RCC_NCC_UNCLASSIFIED;baseline:cancer-ici-response:KICH;baseline:cancer-ici-response:KIRP;baseline:cancer-ici-response:RCC_NCC;baseline:cancer-ici-response:RCC_NCC_UNCLASSIFIED;current:cancer-apd1-response:KICH;current:cancer-apd1-response:KIRP;current:cancer-apd1-response:RCC_NCC;current:cancer-apd1-response:RCC_NCC_UNCLASSIFIED;current:cancer-ici-response-estimates:KICH;current:cancer-ici-response-estimates:KIRP;current:cancer-ici-response-estimates:RCC_NCC;current:cancer-ici-response-estimates:RCC_NCC_UNCLASSIFIED;current:cancer-ici-response:KICH;current:cancer-ici-response:KIRP;current:cancer-ici-response:RCC_NCC;current:cancer-ici-response:RCC_NCC_UNCLASSIFIED,2026-09-15
PMID:33574607,Intratumoral heterogeneity in cancer progression and response to immunotherapy.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33574607/,baseline:cancer-tmb:CTCL;current:cancer-tmb:CTCL,2026-09-15
PMID:33670346,Whole-Genome Sequencing of Retinoblastoma Reveals the Diversity of Rearrangements Disrupting <i>RB1</i> and Uncovers a Treatment-Related Mutational Signature.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33670346/,baseline:cancer-tmb:RB;current:cancer-tmb:RB,2026-09-15
PMID:33754015,Mutational spectrum and precision oncology for biliary tract carcinoma.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33754015/,baseline:cancer-tmb:BTC;current:cancer-tmb:BTC,2026-09-15
PMID:33836153,"Efficacy and safety of pembrolizumab in patients with advanced mesothelioma in the open-label, single-arm, phase 2 KEYNOTE-158 study.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33836153/,baseline:cancer-apd1-response:MESO;baseline:cancer-ici-response-estimates:MESO;baseline:cancer-ici-response:MESO;current:cancer-apd1-response:MESO;current:cancer-ici-response-estimates:MESO;current:cancer-ici-response:MESO,2026-09-15
PMID:33846346,Reciprocal regulation of RIG-I and XRCC4 connects DNA repair with RIG-I immune signaling.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33846346/,baseline:cancer-tmb:LUAD_EGFR;current:cancer-tmb:LUAD_EGFR,2026-09-15
PMID:33882143,A phase II basket trial of Dual Anti-CTLA-4 and Anti-PD-1 Blockade in Rare Tumors (DART) SWOG S1609: High-grade neuroendocrine neoplasm cohort.,publisher_identity_checked,https://pubmed.ncbi.nlm.nih.gov/33882143/,current:cancer-ici-response-estimates:NEC_LUNG_LARGECELL,2026-09-15
PMID:33889505,Effect of prior therapy on tumor mutational burden in NSCLC.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/33889505/,baseline:cancer-tmb:NSCLC;current:cancer-tmb:NSCLC,2026-09-15
PMID:34000246,"Cemiplimab in locally advanced basal cell carcinoma after hedgehog inhibitor therapy: an open-label, multi-centre, single-arm, phase 2 trial.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34000246/,baseline:cancer-apd1-response:BCC;baseline:cancer-ici-response-estimates:BCC;baseline:cancer-ici-response:BCC;current:cancer-apd1-response:BCC;current:cancer-ici-response-estimates:BCC;current:cancer-ici-response:BCC,2026-09-15
PMID:34293460,"Pembrolizumab for locally advanced and recurrent/metastatic cutaneous squamous cell carcinoma (KEYNOTE-629 study): an open-label, nonrandomized, multicenter, phase II trial.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34293460/,baseline:cancer-ici-response-estimates:cSCC;current:cancer-ici-response-estimates:cSCC,2026-09-15
PMID:34326338,The genomic landscape of 85 advanced neuroendocrine neoplasms reveals subtype-heterogeneity and potential therapeutic targets.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34326338/,baseline:cancer-tmb:NEC;baseline:cancer-tmb:NEN;baseline:cancer-tmb:NET;baseline:cancer-tmb:NET_PANCREAS;current:cancer-tmb:NEC;current:cancer-tmb:NEN;current:cancer-tmb:NET;current:cancer-tmb:NET_MIDGUT;current:cancer-tmb:NET_PANCREAS,2026-09-15
PMID:34380663,"Multicenter phase II trial (SWOG S1609, cohort 51) of ipilimumab and nivolumab in metastatic or unresectable angiosarcoma: a substudy of dual anti-CTLA-4 and anti-PD-1 blockade in rare tumors (DART).",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34380663/,baseline:cancer-apd1-response:SARC_ANGIO;baseline:cancer-ici-response-estimates:SARC_ANGIO;baseline:cancer-ici-response:SARC_ANGIO;current:cancer-apd1-response:SARC_ANGIO;current:cancer-ici-response-estimates:SARC_ANGIO;current:cancer-ici-response:SARC_ANGIO,2026-09-15
PMID:34581778,PD-1 inhibition in advanced myeloproliferative neoplasms.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34581778/,baseline:cancer-ici-response-estimates:MPN;current:cancer-ici-response-estimates:MPN,2026-09-15
PMID:34590004,Brief Report on the Efficacy of Nivolumab in Patients With Previously Treated Advanced Large-Cell Neuroendocrine Cancer of the Lung.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34590004/,baseline:cancer-apd1-response:NEC_LUNG_LARGECELL;baseline:cancer-ici-response-estimates:NEC_LUNG_LARGECELL;baseline:cancer-ici-response:NEC_LUNG_LARGECELL;current:cancer-apd1-response:NEC_LUNG_LARGECELL;current:cancer-ici-response-estimates:NEC_LUNG_LARGECELL;current:cancer-ici-response:NEC_LUNG_LARGECELL,2026-09-15
PMID:34637336,First-Line Nivolumab Plus Low-Dose Ipilimumab for Microsatellite Instability-High/Mismatch Repair-Deficient Metastatic Colorectal Cancer: The Phase II CheckMate 142 Study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34637336/,baseline:cancer-ici-response-estimates:CRC_MSI;current:cancer-ici-response-estimates:CRC_MSI,2026-09-15
PMID:34818112,Long-Term Outcomes With Nivolumab Plus Ipilimumab or Nivolumab Alone Versus Ipilimumab in Patients With Advanced Melanoma.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34818112/,baseline:cancer-ici-response-estimates:SKCM;current:cancer-ici-response-estimates:SKCM,2026-09-15
PMID:34990208,Pembrolizumab in Patients With Microsatellite Instability-High Advanced Endometrial Cancer: Results From the KEYNOTE-158 Study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/34990208/,baseline:cancer-ici-response-estimates:UCEC_CNH;baseline:cancer-ici-response-estimates:UCEC_MSI;current:cancer-ici-response-estimates:UCEC_CNH;current:cancer-ici-response-estimates:UCEC_MSI,2026-09-15
PMID:35108470,Nivolumab Combination Therapy in Advanced Esophageal Squamous-Cell Carcinoma.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35108470/,baseline:cancer-ici-response-estimates:ESCA;baseline:cancer-ici-response:ESCA;current:cancer-ici-response-estimates:ESCA;current:cancer-ici-response:ESCA,2026-09-15
PMID:35114169,"Pembrolizumab for previously treated advanced anal squamous cell carcinoma: results from the non-randomised, multicohort, multicentre, phase 2 KEYNOTE-158 study.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35114169/,baseline:cancer-ici-response-estimates:ANSC;current:cancer-ici-response-estimates:ANSC,2026-09-15
PMID:35289329,Phase 2 study of pembrolizumab in patients with recurrent and residual high-grade meningiomas.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35289329/,baseline:cancer-apd1-response:MENINGIOMA;baseline:cancer-ici-response-estimates:MENINGIOMA;baseline:cancer-ici-response:MENINGIOMA;current:cancer-apd1-response:MENINGIOMA;current:cancer-ici-response-estimates:MENINGIOMA;current:cancer-ici-response:MENINGIOMA,2026-09-15
PMID:35361487,Efficacy and safety of pembrolizumab for patients with previously treated advanced vulvar squamous cell carcinoma: Results from the phase 2 KEYNOTE-158 study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35361487/,baseline:cancer-apd1-response:VSCC;baseline:cancer-ici-response-estimates:VSCC;baseline:cancer-ici-response:VSCC;current:cancer-apd1-response:VSCC;current:cancer-ici-response-estimates:VSCC;current:cancer-ici-response:VSCC,2026-09-15
PMID:35379887,Multi-site desmoplastic small round cell tumors are genetically related and immune-cold.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35379887/,baseline:cancer-tmb:SARC_DSRCT;current:cancer-tmb:SARC_DSRCT,2026-09-15
PMID:35611499,"Tolerability and efficacy of durvalumab, either as monotherapy or in combination with tremelimumab, in patients from Asia with advanced biliary tract, esophageal, or head-and-neck cancer.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35611499/,baseline:cancer-ici-response-estimates:BTC;baseline:cancer-ici-response:BTC;current:cancer-ici-response-estimates:BTC;current:cancer-ici-response:BTC,2026-09-15
PMID:35749302,Comprehensive Genomic Profiling of 274 Thymic Epithelial Tumors Unveils Oncogenic Pathways and Predictive Biomarkers.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35749302/,baseline:cancer-tmb:THYM_EPITHELIAL;current:cancer-tmb:THYM_EPITHELIAL,2026-09-15
PMID:35777186,Evaluation of pembrolizumab monotherapy in patients with previously treated advanced salivary gland carcinoma in the phase 2 KEYNOTE-158 study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/35777186/,baseline:cancer-apd1-response:SGC;baseline:cancer-ici-response-estimates:ADCC;baseline:cancer-ici-response-estimates:SGC;baseline:cancer-ici-response:SGC;current:cancer-apd1-response:SGC;current:cancer-ici-response-estimates:ADCC;current:cancer-ici-response-estimates:SGC;current:cancer-ici-response:SGC,2026-09-15
PMID:36135044,Nasopharyngeal Carcinoma Progression: Accumulating Genomic Instability and Persistent Epstein-Barr Virus Infection.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/36135044/,baseline:cancer-tmb:NPC;current:cancer-tmb:NPC,2026-09-15
PMID:36223558,Five-Year Survival Outcomes With Nivolumab Plus Ipilimumab Versus Chemotherapy as First-Line Treatment for Metastatic Non-Small-Cell Lung Cancer in CheckMate 227.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/36223558/,baseline:cancer-ici-response-estimates:LUAD;current:cancer-ici-response-estimates:LUAD,2026-09-15
PMID:36645718,Whole-exome sequencing of rectal neuroendocrine tumors.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/36645718/,baseline:cancer-tmb:NET_RECTAL;current:cancer-tmb:NET_RECTAL,2026-09-15
PMID:36808285,"Nivolumab with or without ipilimumab in pediatric patients with high-grade CNS malignancies: Safety, efficacy, biomarker, and pharmacokinetics-CheckMate 908.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/36808285/,baseline:cancer-apd1-response:DIPG;baseline:cancer-apd1-response:EPN;baseline:cancer-apd1-response:MBL;baseline:cancer-ici-response-estimates:DIPG;baseline:cancer-ici-response-estimates:EPN;baseline:cancer-ici-response-estimates:MBL;baseline:cancer-ici-response:DIPG;baseline:cancer-ici-response:EPN;baseline:cancer-ici-response:MBL;current:cancer-apd1-response:DIPG;current:cancer-apd1-response:EPN;current:cancer-apd1-response:MBL;current:cancer-ici-response-estimates:DIPG;current:cancer-ici-response-estimates:EPN;current:cancer-ici-response-estimates:MBL;current:cancer-ici-response:DIPG;current:cancer-ici-response:EPN;current:cancer-ici-response:MBL,2026-09-15
PMID:37130017,Pembrolizumab in relapsed or refractory primary mediastinal large B-cell lymphoma: final analysis of KEYNOTE-170.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/37130017/,baseline:cancer-apd1-response:PMBCL;baseline:cancer-ici-response-estimates:PMBCL;baseline:cancer-ici-response:PMBCL;current:cancer-apd1-response:PMBCL;current:cancer-ici-response-estimates:PMBCL;current:cancer-ici-response:PMBCL,2026-09-15
PMID:37429302,"Pembrolizumab in patients with rare and ultra-rare sarcomas (AcSé Pembrolizumab): analysis of a subgroup from a non-randomised, open-label, phase 2, basket trial.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/37429302/,baseline:cancer-apd1-response:SARC_CHOR;baseline:cancer-apd1-response:SARC_DSRCT;baseline:cancer-apd1-response:SARC_EPITH;baseline:cancer-apd1-response:SARC_SMARCA4;baseline:cancer-ici-response-estimates:SARC_CHOR;baseline:cancer-ici-response-estimates:SARC_DSRCT;baseline:cancer-ici-response-estimates:SARC_EPITH;baseline:cancer-ici-response-estimates:SARC_SMARCA4;baseline:cancer-ici-response:SARC_CHOR;baseline:cancer-ici-response:SARC_DSRCT;baseline:cancer-ici-response:SARC_EPITH;baseline:cancer-ici-response:SARC_SMARCA4;current:cancer-apd1-response:SARC_CHOR;current:cancer-apd1-response:SARC_DSRCT;current:cancer-apd1-response:SARC_EPITH;current:cancer-apd1-response:SARC_SMARCA4;current:cancer-ici-response-estimates:SARC_CHOR;current:cancer-ici-response-estimates:SARC_DSRCT;current:cancer-ici-response-estimates:SARC_EPITH;current:cancer-ici-response-estimates:SARC_SMARCA4;current:cancer-ici-response:SARC_CHOR;current:cancer-ici-response:SARC_DSRCT;current:cancer-ici-response:SARC_EPITH;current:cancer-ici-response:SARC_SMARCA4,2026-09-15
PMID:37530622,Nivolumab for relapsed/refractory classical Hodgkin lymphoma: 5-year survival from the pivotal phase 2 CheckMate 205 study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/37530622/,current:cancer-apd1-response:HL;current:cancer-ici-response-estimates:HL;current:cancer-ici-response:HL,2026-09-15
PMID:37672694,Atezolizumab for Advanced Alveolar Soft Part Sarcoma.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/37672694/,baseline:cancer-apd1-response:SARC_ASPS;baseline:cancer-ici-response-estimates:SARC_ASPS;baseline:cancer-ici-response:SARC_ASPS;current:cancer-apd1-response:SARC_ASPS;current:cancer-ici-response-estimates:SARC_ASPS;current:cancer-ici-response:SARC_ASPS,2026-09-15
PMID:37720428,Tumor mutation burden in gastro-entero-pancreatic-neuroendocrine neoplasms.,publisher_identity_checked,https://pubmed.ncbi.nlm.nih.gov/37720428/,baseline:cancer-tmb:NET_MIDGUT,2026-09-15
PMID:38844309,Nivolumab plus ipilimumab combination therapy in patients with advanced hepatocellular carcinoma previously treated with sorafenib: 5-year results from CheckMate 040.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/38844309/,baseline:cancer-ici-response-estimates:LIHC;current:cancer-ici-response-estimates:LIHC,2026-09-15
PMID:38858106,"A non-comparative, randomized, phase II trial of atezolizumab or atezolizumab plus tiragolumab for programmed death-ligand 1-positive recurrent cervical cancer (SKYSCRAPER-04).",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/38858106/,baseline:cancer-ici-response-estimates:CESC;baseline:cancer-ici-response:CESC;current:cancer-ici-response-estimates:CESC;current:cancer-ici-response:CESC,2026-09-15
PMID:38892063,Chordoma: Genetics and Contemporary Management.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/38892063/,baseline:cancer-tmb:SARC_CHOR;current:cancer-tmb:SARC_CHOR,2026-09-15
PMID:39067873,Phase II basket trial of Dual Anti-CTLA-4 and Anti-PD-1 blockade in Rare Tumors (DART) SWOG S1609: adrenocortical carcinoma cohort.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39067873/,baseline:cancer-apd1-response:ACC;baseline:cancer-ici-response-estimates:ACC;baseline:cancer-ici-response:ACC;current:cancer-apd1-response:ACC;current:cancer-ici-response-estimates:ACC;current:cancer-ici-response:ACC,2026-09-15
PMID:39343511,"A multicenter, randomized, non-comparative, phase II study of nivolumab ± ipilimumab for patients with metastatic sarcoma (Alliance A091401): expansion cohorts and correlative analyses.",identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39343511/,baseline:cancer-apd1-response:SARC_GIST;baseline:cancer-ici-response-estimates:SARC_GIST;baseline:cancer-ici-response:SARC_GIST;current:cancer-apd1-response:SARC_GIST;current:cancer-ici-response-estimates:SARC_GIST;current:cancer-ici-response:SARC_GIST,2026-09-15
PMID:39356983,Cancer Immunotherapy Trials Network 12: Pembrolizumab in HIV-Associated Kaposi Sarcoma.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39356983/,baseline:cancer-apd1-response:SARC_KS;baseline:cancer-ici-response-estimates:SARC_KS;baseline:cancer-ici-response:SARC_KS;current:cancer-apd1-response:SARC_KS;current:cancer-ici-response-estimates:SARC_KS;current:cancer-ici-response:SARC_KS,2026-09-15
PMID:39489749,Genomic and transcriptomic landscape of human gastrointestinal stromal tumors.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39489749/,baseline:cancer-tmb:SARC_GIST;current:cancer-tmb:SARC_GIST,2026-09-15
PMID:39631622,Pembrolizumab versus chemotherapy in microsatellite instability-high or mismatch repair-deficient metastatic colorectal cancer: 5-year follow-up from the randomized phase III KEYNOTE-177 study.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39631622/,baseline:cancer-ici-response-estimates:CRC_MSI;current:cancer-ici-response-estimates:CRC_MSI,2026-09-15
PMID:39802817,Brief Report: Clinical Characteristics and Outcomes of Patients With Thoracic SMARCA4-Deficient Undifferentiated Tumors.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39802817/,baseline:cancer-tmb:SARC_SMARCA4;current:cancer-tmb:SARC_SMARCA4,2026-09-15
PMID:39847999,Pembrolizumab in microsatellite instability-high/mismatch repair deficient (MSI-H/dMMR) and non-MSI-H/non-dMMR advanced endometrial cancer: Phase 2 KEYNOTE-158 study results.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39847999/,baseline:cancer-apd1-response:UCEC;baseline:cancer-apd1-response:UCEC_CNH;baseline:cancer-apd1-response:UCEC_CNL;baseline:cancer-apd1-response:UCEC_MSI;baseline:cancer-ici-response-estimates:UCEC_CNH;baseline:cancer-ici-response-estimates:UCEC_CNL;baseline:cancer-ici-response-estimates:UCEC_MSI;baseline:cancer-ici-response:UCEC;baseline:cancer-ici-response:UCEC_CNH;baseline:cancer-ici-response:UCEC_CNL;baseline:cancer-ici-response:UCEC_MSI;current:cancer-apd1-response:UCEC;current:cancer-apd1-response:UCEC_CNH;current:cancer-apd1-response:UCEC_CNL;current:cancer-apd1-response:UCEC_MSI;current:cancer-ici-response-estimates:UCEC_CNH;current:cancer-ici-response-estimates:UCEC_CNL;current:cancer-ici-response-estimates:UCEC_MSI;current:cancer-ici-response:UCEC;current:cancer-ici-response:UCEC_CNH;current:cancer-ici-response:UCEC_CNL;current:cancer-ici-response:UCEC_MSI,2026-09-15
PMID:39865420,POLE mutations in endometrial carcinoma: Clinical and genomic landscape from a large prospective single-center cohort.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/39865420/,current:cancer-tmb:UCEC_POLE,2026-09-15
PMID:40117529,Genomic Characterization of Chondrosarcoma Reveals Potential Therapeutic Targets.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/40117529/,baseline:cancer-tmb:SARC_CHON,2026-09-15
PMID:40166913,Phase II Study of Nivolumab and Ipilimumab for Treatment of Metastatic/Recurrent Adenoid Cystic Carcinoma (ACC) of all Anatomic Sites of Origin and Other Malignant Salivary Gland Tumors.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/40166913/,baseline:cancer-ici-response-estimates:ADCC;current:cancer-ici-response-estimates:ADCC,2026-09-15
PMID:40588371,Phase II basket trial of Dual Anti-CTLA-4 and anti-PD-1 blockade in Rare Tumors (DART) SWOG S1609: pancreatic neuroendocrine neoplasm (PNEN) cohort.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/40588371/,baseline:cancer-apd1-response:NET_PANCREAS;baseline:cancer-ici-response-estimates:NET_PANCREAS;baseline:cancer-ici-response:NET_PANCREAS;current:cancer-apd1-response:NET_PANCREAS;current:cancer-ici-response-estimates:NET_PANCREAS;current:cancer-ici-response:NET_PANCREAS,2026-09-15
PMID:40704901,Molecular Characterization of NUT Carcinoma: A Report from the NUT Carcinoma Registry.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/40704901/,current:cancer-tmb:NUTM,2026-09-15
PMID:41760889,Pembrolizumab in advanced malignant peripheral nerve sheath tumors: a single-arm phase 2 trial.,identifier_resolved_only,https://pubmed.ncbi.nlm.nih.gov/41760889/,baseline:cancer-apd1-response:SARC_MPNST;baseline:cancer-ici-response-estimates:SARC_MPNST;baseline:cancer-ici-response:SARC_MPNST;current:cancer-apd1-response:SARC_MPNST;current:cancer-ici-response-estimates:SARC_MPNST;current:cancer-ici-response:SARC_MPNST,2026-09-15
